,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,first pass,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,a,Performer or ensemble (R),,,,,,,http://rdaregistry.info/Elements/e/P20215,has medium of performance of musical content,IRI (minted Nomen) with Nomen properties,,"[Expression] → has medium of performance of musical content → [Nomen] 
[Nomen] → has nomen string → [label of $a] + [value of $a]
[Nomen] → has scheme of nomen → [URI for code source specified in 2nd indicator or $2 if 2nd indicator is 7]",,
1,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,a,Performer or ensemble (R),,,,,,,http://rdaregistry.info/Elements/e/P20215,has medium of performance of musical content,identifier,, ,,
2,first pass,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,b,Soloist (R),,,,,,,http://rdaregistry.info/Elements/e/P20215,has medium of performance of musical content,IRI (minted Nomen) with Nomen properties,,"[Expression] → has medium of performance of musical content → [Nomen] 
[Nomen] → has nomen string → [label of $b] + [value of $b]
[Nomen] → has scheme of nomen → [URI for code source specified in 2nd indicator or $2 if 2nd indicator is 7]",,
3,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,b,Soloist (R),,,,,,,http://rdaregistry.info/Elements/e/P20215,has medium of performance of musical content,identifier,, ,,
4,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,a,Performer or ensemble (R),,,,,,,,,,,,,
5,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,a,Performer or ensemble (R),,,,,,,,,,,,,
6,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,b,Soloist (R),,,,,,,,,,,,,
7,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,b,Soloist (R),,,,,,,,,,,,,
8,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,ba,Horn,,,,,,,,,,,,,
9,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,ba,Horn,,,,,,,,,,,,,
10,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,bb,Brass--Trumpet,,,,,,,,,,,,,
11,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,bb,Brass--Trumpet,,,,,,,,,,,,,
12,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,bc,Brass--Cornet,,,,,,,,,,,,,
13,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,bc,Brass--Cornet,,,,,,,,,,,,,
14,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,bd,Brass--Trombone,,,,,,,,,,,,,
15,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,bd,Brass--Trombone,,,,,,,,,,,,,
16,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,be,Brass--Tuba,,,,,,,,,,,,,
17,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,be,Brass--Tuba,,,,,,,,,,,,,
18,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,bf,Brass--Baritone,,,,,,,,,,,,,
19,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,bf,Brass--Baritone,,,,,,,,,,,,,
20,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,bn,Brass--Unspecified,,,,,,,,,,,,,
21,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,7,Source specified in subfield $2,,,bn,Brass--Unspecified,,,,,,,,,,,,,
22,delete,48,NUMBER OF MUSICAL INSTRUMENTS OR VOICES CODE (R),Undefined,#,Undefined,Source of code,#,MARC code,,,bu,Brass--Unknown,,,,,,,,,,,,,
