,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,00,Form of material,,,a,Language material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,STRUCTURED,,,,see also 008/18-34
1,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,00,Form of material,,,t,Manuscript language material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,STRUCTURED,,,,see also 008/18-34
2,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,01-04,Illustrations,,,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,,,see also 008/18-21
3,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,01-04,Illustrations,,,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,,,see also 008/18-21
4,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,05,Target audience,,,,,006 00,a,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
5,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,05,Target audience,,,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,compare with 008/22
6,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,05,Target audience,,,,,006 00,t,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
7,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,05,Target audience,,,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,compare with 008/22
8,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,06,Form of item,,,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
9,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,06,Form of item,,,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
10,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,07-10,Nature of contents,,,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07-10 [identifier] (books, continuing resources)"" ."
11,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,07-10,Nature of contents,,,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07-10 [identifier] (books, continuing resources)"" ."
12,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,11,Government publication,,,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,compare with 008/28
13,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,11,Government publication,,,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,compare with 008/28
14,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,12,Conference publication,,,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12-13 [identifier] (books)"" ."
15,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,12,Conference publication,,,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12-13 [identifier] (books)"" ."
16,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,13,Festschrift,,,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12-13 [identifier] (books)"" ."
17,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,13,Festschrift,,,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12-13 [identifier] (books)"" ."
18,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,14,Index,,,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,UNSTRUCTURED,,,,compare with 008/31
19,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,14,Index,,,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,UNSTRUCTURED,,,,compare with 008/31
20,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,15,Undefined,,,,,006 00,a,,,,,,,,,
21,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,15,Undefined,,,,,006 00,t,,,,,,,,,
22,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,16,Literary form,,,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,compare with 008/33
23,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,16,Literary form,,,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,compare with 008/33
24,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,17,Biography,,,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /17 [identifier] (books)"" ."
25,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,17,Biography,,,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /17 [identifier] (books)"" ."
26,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,00,Form of material,,,m,Computer file/Electronic resource,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,STRUCTURED,,,,see also 008/18-34
27,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,01-04,Undefined,,,,,006 00,m,,,,,,,,,
28,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,05,Target audience,,,,,006 00,m,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
29,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,05,Target audience,,,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,compare with 008/22
30,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,06,Form of item,,,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
31,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,07-08,Undefined,,,,,006 00,m,,,,,,,,,
32,first pass,6,COMPUTER FILES/ELECTRONIC RESOURCES,,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,09,Type of computer file,,,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30018,has file type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30018 rdakit:hasM21 ""MARC 21 Bibliographic 006 /09 [identifier] (computer files)"" ."
33,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,10,Undefined,,,,,006 00,m,,,,,,,,,
34,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,11,Government publication,,,,,006 00,m,,,http://rdaregistry.info/Elements/w/P10004,has category of work,STRUCTURED,,,,compare with 008/28
35,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,12-17,Undefined,,,,,006 00,m,,,,,,,,,
36,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,00,Form of material,,,s,Serial/Integrating resource,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,STRUCTURED,,,,see also 008/18-34
37,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,01,Frequency,,,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,STRUCTURED,,,,compare with 008/18
38,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,02,Regularity,,,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,STRUCTURED,,,,compare with 008/19
39,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,03,ISSN Center [OBSOLETE],,,,,006 00,s,,,,,,,,,
40,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,04,Type of continuing resource,,,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,Compare with 008/21
41,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,05,Form of original item,,,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,Compare with 008/22
42,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,06,Form of item,,,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
43,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,07,Nature of entire work,,,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07-10 [identifier] (books, continuing resources)"" ."
44,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,08-10,Nature of contents,,,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07-10 [identifier] (books, continuing resources)"" ."
45,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,11,Government publication,,,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,compare with 008/28
46,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,12,Conference publication,,,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (continuing resources)"" ."
47,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,13-15,Undefined,,,,,006 00,s,,,,,,,,,
48,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,16,Original alphabet or script of title,,,,,006 00,s,,,http://rdaregistry.info/Elements/e/P20065,has script,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (continuing resources)"" ."
49,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,17,Entry convention,,,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10365,has extension plan,structured/IRI,,,,Compare with 008/34
50,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,00,Form of material,,,e,Cartographic material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,see also 008/18-34
51,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,00,Form of material,,,f,Manuscript cartographic material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,see also 008/18-34
52,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,01-04,Relief,,,,,006 00,e,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,structured,,,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 006 /01-04 [identifier] (maps)"" ."
53,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,01-04,Relief,,,,,006 00,f,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,structured,,,,"From RDA to MARC mapping: rdae:P20318 rdakit:hasM21 ""MARC 21 Bibliographic 006 /01-04 [identifier] (maps)"" ."
54,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,05-06,Projection,,,,,006 00,e,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,structured,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05-06 [identifier] (maps)"" ."
55,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,05-06,Projection,,,,,006 00,f,,,http://rdaregistry.info/Elements/e/P20216,has projection of cartographic content,structured,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05-06 [identifier] (maps)"" ."
56,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Prime meridian [OBSOLETE],,,,,006 00,e,,,http://rdaregistry.info/Elements/e/P20001,has content type,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
57,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Prime meridian [OBSOLETE],,,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30003,has mode of issuance,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30003 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
58,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Prime meridian [OBSOLETE],,,,,006 00,f,,,http://rdaregistry.info/Elements/e/P20001,has content type,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
59,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Prime meridian [OBSOLETE],,,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30003,has mode of issuance,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30003 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
60,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Undefined,,,,,006 00,e,,,http://rdaregistry.info/Elements/e/P20001,has content type,,,,,"From RDA to MARC mapping: rdae:P20001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
61,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Undefined,,,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30003,has mode of issuance,,,,,"From RDA to MARC mapping: rdam:P30003 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
62,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Undefined,,,,,006 00,f,,,http://rdaregistry.info/Elements/e/P20001,has content type,,,,,"From RDA to MARC mapping: rdae:P20001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
63,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,07,Undefined,,,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30003,has mode of issuance,,,,,"From RDA to MARC mapping: rdam:P30003 rdakit:hasM21 ""MARC 21 Bibliographic 006 /07 [identifier] (maps)"" ."
64,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,08,Type of cartographic material,,,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,Compare with 008/25
65,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,08,Type of cartographic material,,,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,Compare with 008/25
66,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,09-10,Undefined,,,,,006 00,e,,,,,,,,,
67,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,09-10,Undefined,,,,,006 00,f,,,,,,,,,
68,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,11,Government publication,,,,,006 00,e,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,compare with 008/28
69,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,11,Government publication,,,,,006 00,f,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,compare with 008/28
70,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,12,Form of item,,,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
71,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,12,Form of item,,,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
72,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,12,Undefined [OBSOLETE],,,,,006 00,e,,,,,,,,,
73,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,12,Undefined [OBSOLETE],,,,,006 00,f,,,,,,,,,
74,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,13,Undefined,,,,,006 00,e,,,,,,,,,
75,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,13,Undefined,,,,,006 00,f,,,,,,,,,
76,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,14,Index,,,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,compare with 008/31
77,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,14,Index,,,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,compare with 008/31
78,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,15,Undefined,,,,,006 00,e,,,,,,,,,
79,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,15,Undefined,,,,,006 00,f,,,,,,,,,
80,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,16-17,Special format characteristics,,,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16-17 [identifier] (maps)"" ."
