,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
175,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,16,Type of visual material,,,,,006 00,k,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (visual materials)"" ."
176,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,16,Type of visual material,,,,,006 00,o,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (visual materials)"" ."
177,first pass,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,16,Type of visual material,,,,,006 00,r,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (visual materials)"" ."
178,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,STRUCTURED,,,,compare with 008/34
179,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,STRUCTURED,,,,
180,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,STRUCTURED,,,,
181,?,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,STRUCTURED,,,,
182,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,13-15,Undefined,,,,,006 00,g,,,,,,,,,
183,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,13-15,Undefined,,,,,006 00,k,,,,,,,,,
184,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,13-15,Undefined,,,,,006 00,o,,,,,,,,,
185,not mapped,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,13-15,Undefined,,,,,006 00,r,,,,,,,,,
