,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,MARCTagCondition4,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0, ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,Identified and approved source in $2,,RDA URI in table,RDA element in table,IRI,"An Agent Main entry field was originally supposed to tell us who is responsible for the Work described by the record, except in special situations (e.g., music albums). But, especially now that we are adding multiple Agent Relator values to Agent main entry fields (in $e or $4), any of those values can be for any WEMI relationship. Fortunately (when the MARC record is describing a single-part work) as long as a Relator value maps to an RDA URI, it will relate the agent to the appropriate WEMI.","<WorkIRI> RDA URI <$1>
<$1> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<$1> rdaad:P50407 ""value of a, c, d, e, g, n, q, u"". // has authorized access point for  corporate body
",,
1,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0, ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,Identified and unapproved source in $2,,RDA URI in table,RDA element in table,IRI,"An Agent Main entry field was originally supposed to tell us who is responsible for the Work described by the record, except in special situations (e.g., music albums). But, especially now that we are adding multiple Agent Relator values to Agent main entry fields (in $e or $4), any of those values can be for any WEMI relationship. Fortunately (when the MARC record is describing a single-part work) as long as a Relator value maps to an RDA URI, it will relate the agent to the appropriate WEMI.","<WorkIRI> RDA URI <corporate body IRI>
<corporate body IRI> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<corporate body IRI> rdaad:P50006 ""stringified $1"" .// has identifier for corporate body
<corporate body IRI> rdaao:P50375 <nomenIRI>. // has access point for corporate body
<NomenIRI>  rdand:P80068""value of a, c, d, e, g, n, q, u"" . // has nomen string
<NomenIRI>  rdano:P80069 <transform> . // has scheme of nomen",,
2,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0, ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,No source in $2 with approved $1,,RDA URI in table,RDA element in table,IRI,"An Agent Main entry field was originally supposed to tell us who is responsible for the Work described by the record, except in special situations (e.g., music albums). But, especially now that we are adding multiple Agent Relator values to Agent main entry fields (in $e or $4), any of those values can be for any WEMI relationship. Fortunately (when the MARC record is describing a single-part work) as long as a Relator value maps to an RDA URI, it will relate the agent to the appropriate WEMI.","<WorkIRI> RDA URI <$1>
<$1> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<$1> rdaad:P50407 ""value of a, c, d, e, g, n, q, u"". // has authorized access point for corporate body",,
3,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0, ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,No source in $2 with unapproved $1,,RDA URI in table,RDA element in table,IRI,"An Agent Main entry field was originally supposed to tell us who is responsible for the Work described by the record, except in special situations (e.g., music albums). But, especially now that we are adding multiple Agent Relator values to Agent main entry fields (in $e or $4), any of those values can be for any WEMI relationship. Fortunately (when the MARC record is describing a single-part work) as long as a Relator value maps to an RDA URI, it will relate the agent to the appropriate WEMI.","<WorkIRI> RDA URI <corporate body IRI>
<corporate body IRI> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<corporate body IRI> rdaad:P50006 ""stringified $1"" .// has identifier for corporate body
<corporate body IRI> rdaad:P50375   ""value of a, c, d, e, g, n, q, u"". . // has access point for corporate body",,
4,delete,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0, ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,no $2,$1|$0 from id.loc.gov,RDA URI in table,RDA element in table,IRI, ,"<WorkIRI> RDA URI <$1|$0>
<$1|$0> rdaad:P50407 ""value of a, c, d, e, g, n, q, u"". // has authorized access point for corporate body",,
5,delete,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0, ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,no $2,$1|$0 not from id.loc.gov,RDA URI in table,RDA element in table,IRI,"An Agent Main entry field was originally supposed to tell us who is responsible for the Work described by the record, except in special situations (e.g., music albums). But, especially now that we are adding multiple Agent Relator values to Agent main entry fields (in $e or $4), any of those values can be for any WEMI relationship. Fortunately (when the MARC record is describing a single-part work) as long as a Relator value maps to an RDA URI, it will relate the agent to the appropriate WEMI.","<WorkIRI> RDA URI <$1|$0>
<$1|$0> rdaad:P50375  ""value of a, c, d, e, g, n, q, u"". // has access point for corporate body",,
6,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0,,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table, ,Identified and approved source in $2,,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,IRI,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <$1>
<$1> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<$1> rdaad:P50407 ""value of a, c, d, e, g, n, q, u"". // has authorized access point for  corporate body
",,
7,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0,,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table, ,Identified and unapproved source in $2,,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,IRI,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <corporate body IRI>
<corporate body IRI> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<corporate body IRI> rdaad:P50006 ""stringified $1"" .// has identifier for corporate body
<corporate body IRI> rdaao:P50375 <nomenIRI>. // has access point for corporate body
<NomenIRI>  rdand:P80068""value of a, c, d, e, g, n, q, u"" . // has nomen string
<NomenIRI>  rdano:P80069 <transform> . // has scheme of nomen",,
8,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0,,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table, ,No source in $2 with approved $1,,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,IRI,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <$1>
<$1> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<$1> rdaad:P50407 ""value of a, c, d, e, g, n, q, u"". // has authorized access point for corporate body",,
9,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0,,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table, ,No source in $2 with unapproved $1,,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,IRI,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <corporate body IRI>
<corporate body IRI> rdaad:P50006 ""stringified $0"" .// has identifier for corporate body
<corporate body IRI> rdaad:P50006 ""stringified $1"" .// has identifier for corporate body
<corporate body IRI> rdaad:P50375   ""value of a, c, d, e, g, n, q, u"". . // has access point for corporate body",,
10,delete,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0,,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table,,no $2,$1|$0 from id.loc.gov,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,IRI,,"<WorkIRI> has related corporate body of work <$1|$0>
<$1|$0> rdaad:P50407 ""value of a, c, d, e, g, n, q, u"" . // has authorized access point for  corporate body
",,
11,delete,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$1|$0,,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table, ,no $2,$1|$0 not from id.loc.gov,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,IRI,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <$1|$0>
<$1|$0> rdaad:P50375  ""value of a, c, d, e, g, n, q, u"". // has access point for  corporate body
",,
12,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u", ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,Identified and approved source in $2,no $1 or $0 that can be converted into a rwo uri,RDA URI in table,RDA element in table,structured , ,"<WorkIRI> RDA URI  <corporate body IRI>
<corporate body IRI> rdaao:P50407 <nomenIRI>. // has authorized access point for  corporate body
<NomenIRI>  rdand:P80068 ""value of a, c, d, e, g, n, q, u"" . // has nomen string
<NomenIRI>  rdano:P80069 <IRI for $2> . // has scheme of nomen
",,
13,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u", ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,Identified and unapproved source in $2,no $1 or $0 that can be converted into a rwo uri,RDA URI in table,RDA element in table,structured , ,"<WorkIRI> RDA URI <corporate body IRI>
<corporate body IRI> rdaao:P50375 <nomenIRI>. // has access point for corporate body
<NomenIRI>  rdand:P80068""value of a, c, d, e, g, n, q, u"" . // has nomen string
<NomenIRI>  rdano:P80069 <transform> . // has scheme of nomen",,
14,delete,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u", ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,no $2 and  040 $b = eng,no $1 or $0 that can be converted into a rwo uri,RDA URI in table,RDA element in table,structured , ,"<WorkIRI> RDA URI <corporate body IRI>
<corporate body IRI> rdaao:P50407 <nomenIRI>. // has authorized access point for  corporate body
<nomenIRI> rdand:P80068 ""value of a, c, d, e, g, n, q, u"" . // has nomen string
<nomenIRI> rdano:P80069 <http://id.loc.gov/authorities/names > . // has scheme of nomen
",,
15,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u", ,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is provided and maps to any RDA URI from the Agent Relator Transformation Table,Agent Relator Table,no $2,no $1 or $0 that can be converted into a rwo uri,RDA URI in table,RDA element in table,structured , ,"<WorkIRI> RDA URI  <corporate body IRI>
<corporate body IRI> rdaad:P50375 <nomenIRI>. // has access point for  corporate body",,
16,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u",,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table,,Identified and approved source in $2,no $1 or $0 that can be converted into a rwo uri,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,structured ,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <corporate body IRI>
<corporate body IRI> rdaao:P50407 <nomenIRI>. // has authorized access point for  corporate body
<NomenIRI>  rdand:P80068 ""value of a, c, d, e, g, n, q, u"" . // has nomen string
<NomenIRI>  rdano:P80069 <IRI for $2> . // has scheme of nomen
",,
17,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u",,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table,,Identified and unapproved source in $2,no $1 or $0 that can be converted into a rwo uri,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,structured ,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <corporate body IRI>
<corporate body IRI> rdaao:P50375 <nomenIRI>. // has access point for corporate body
<NomenIRI>  rdand:P80068""value of a, c, d, e, g, n, q, u"" . // has nomen string
<NomenIRI>  rdano:P80069 <transform> . // has scheme of nomen",,
18,delete,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u",,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table,,no $2 and  040 $b = eng,no $1 or $0 that can be converted into a rwo uri,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,structured ,,"<WorkIRI> has related corporate body of work <corporate body IRI>
<corporate body IRI> rdaao:P50407 <nomenIRI>. // has authorized access point for  corporate body
<nomenIRI> rdand:P80068 ""value of a, c, d, e, g, n, q, u"" . // has nomen string
<nomenIRI> rdano:P80069 <http://id.loc.gov/authorities/names > . // has scheme of nomen
",,
19,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, g, n, q, u",,,,The record is not describing an aggregate manifestation,check aggregate markers ,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table,,no $2,no $1 or $0 that can be converted into a rwo uri,https://www.rdaregistry.info/Elements/w/object/#P10314,has related corporate body of work,structured ,"If we do not have a Relator value that maps to an RDA URI (see the bullet point above), we cannot assume that the agent described by an Agent Main entry field is related to a work; it could be related to an expression (e.g., a performer); it should not be related to a manifestation or an item. Therefore, we can use a Work relationship (A related agent of expression is also a related agent of the work that is realized by the expression as a shortcut that ignores the expression) ","<WorkIRI> has related corporate body of work <corporate body IRI>
<corporate body IRI> rdaad:P50375  ""value of a, c, d, e, g, n, q, u"". // has authorized access point for  corporate body
",,
20,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$c,,,,,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50024,has place of conference,unstructured ,,<corporate body> rdaad:P50024 “$c”,,
21,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$d,,,,,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50039,has date of conference,unstructured ,,<corporate body> rdaad:P50039 “$d”,,
22,not mapped,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,$u,,,,,,,,,,,has address of corporate body,,,,"affiliation or address: cannot determine which, so cannot be mapped as a distinct element",
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Below is mapped by Zhuo,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,addressee|addressee corporate body,,,,,http://rdaregistry.info/Elements/w/P10507,has addressee corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
26,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,rcp|http://id.loc.gov/vocabulary/relators/rcp|http://rdaregistry.info/Elements/w/P10507,,,,,http://rdaregistry.info/Elements/w/P10507,has addressee corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
27,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,aggregator|aggregator corporate body,,,,,http://rdaregistry.info/Elements/w/P10542,has aggregator corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
28,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,appellant|appellant corporate body,,,,,http://rdaregistry.info/Elements/w/P10009,has appellant corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
29,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,apl|http://id.loc.gov/vocabulary/relators/apl|http://rdaregistry.info/Elements/w/P10009,,,,,http://rdaregistry.info/Elements/w/P10009,has appellant corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
30,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,appellee|appellee corporate body,,,,,http://rdaregistry.info/Elements/w/P10005,has appellee corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
31,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,ape|http://id.loc.gov/vocabulary/relators/ape|http://rdaregistry.info/Elements/w/P10005,,,,,http://rdaregistry.info/Elements/w/P10005,has appellee corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
32,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,architect|architect corporate body,,,,,http://rdaregistry.info/Elements/w/P10532,has architect corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
33,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,arc|http://id.loc.gov/vocabulary/relators/arc|http://rdaregistry.info/Elements/w/P10532,,,,,http://rdaregistry.info/Elements/w/P10532,has architect corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
34,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,artist|artist corporate body,,,,,http://rdaregistry.info/Elements/w/P10545,has artist corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
35,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,art,,,,,http://rdaregistry.info/Elements/w/P10545,has artist corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
36,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,audio producer|audio producer corporate body,,,,,http://rdaregistry.info/Elements/w/P10515,has audio producer corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
37,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,author|author corporate body,,,,,http://rdaregistry.info/Elements/w/P10530,has author corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
38,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,aut,,,,,http://rdaregistry.info/Elements/w/P10530,has author corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
39,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,book artist|book artist corporate body,,,,,http://rdaregistry.info/Elements/w/P10522,has book artist corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
40,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,calligrapher|calligrapher corporate body,,,,,http://rdaregistry.info/Elements/w/P10520,has calligrapher corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
41,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,cll|http://id.loc.gov/vocabulary/relators/cll|http://rdaregistry.info/Elements/w/P10520,,,,,http://rdaregistry.info/Elements/w/P10520,has calligrapher corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
42,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,cartographer|cartographer corporate body of work,,,,,http://rdaregistry.info/Elements/w/P10529,has cartographer corporate body of work,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
43,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,ctg|http://id.loc.gov/vocabulary/relators/ctg|http://rdaregistry.info/Elements/w/P10529,,,,,http://rdaregistry.info/Elements/w/P10529,has cartographer corporate body of work,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
44,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,casting director|casting director corporate body,,,,,http://rdaregistry.info/Elements/w/P10547,has casting director corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
45,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,choreographer|choreographer corporate body,,,,,http://rdaregistry.info/Elements/w/P10528,has choreographer corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
46,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,chr|http://id.loc.gov/vocabulary/relators/chr|http://rdaregistry.info/Elements/w/P10528,,,,,http://rdaregistry.info/Elements/w/P10528,has choreographer corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
47,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,civil defendant|civil defendant corporate body,,,,,http://rdaregistry.info/Elements/w/P10395,has civil defendant corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
48,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,collection registrar|collection registrar corporate body,,,,,http://rdaregistry.info/Elements/w/P10636,has collection registrar corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
49,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,cor|http://id.loc.gov/vocabulary/relators/cor|http://rdaregistry.info/Elements/w/P10636,,,,,http://rdaregistry.info/Elements/w/P10636,has collection registrar corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
50,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,collector|collector corporate body,,,,,http://rdaregistry.info/Elements/w/P10631,has collector corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
51,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,col|http://id.loc.gov/vocabulary/relators/col|http://rdaregistry.info/Elements/w/P10631,,,,,http://rdaregistry.info/Elements/w/P10631,has collector corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
52,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,commissioning body|commissioning corporate body|patron,,,,,http://rdaregistry.info/Elements/w/P10533,has commissioning corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
53,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$4,pat|http://id.loc.gov/vocabulary/relators/pat|http://rdaregistry.info/Elements/w/P10533,,,,,http://rdaregistry.info/Elements/w/P10533,has commissioning corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
54,first pass,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,*,,Undefined,*,,,,"a, c, d, e, n, g, q",,,,$j,compiler|compiler corporate body,,,,,http://rdaregistry.info/Elements/w/P10538,has compiler corporate body,structured description,,Retain punctuation and order of subfields -- ZP 12/30/2022,,
