,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,MARCTagCondition4,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
377,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,plaintiff|plaintiff corporate body,,,,,http://rdaregistry.info/Elements/w/P10010,has plaintiff corporate body,IRI,,,,
378,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,ptf|http://id.loc.gov/vocabulary/relators/ptf|http://rdaregistry.info/Elements/w/P10010,,,,,http://rdaregistry.info/Elements/w/P10010,has plaintiff corporate body,IRI,,,,
379,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,producer|producer corporate body,,,,,http://rdaregistry.info/Elements/w/P10548,has producer corporate body,IRI,,,,
380,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,pro|http://id.loc.gov/vocabulary/relators/pro|http://rdaregistry.info/Elements/w/P10548,,,,,http://rdaregistry.info/Elements/w/P10548,has producer corporate body,IRI,,,,
381,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,production company,,,,,http://rdaregistry.info/Elements/w/P10008,has production company,IRI,,,,
382,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,prn|http://id.loc.gov/vocabulary/relators/prn|http://rdaregistry.info/Elements/w/P10008,,,,,http://rdaregistry.info/Elements/w/P10008,has production company,IRI,,,,
383,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,programmer|programmer corporate body,,,,,http://rdaregistry.info/Elements/w/P10534,has programmer corporate body,IRI,,,,
384,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,prg|http://id.loc.gov/vocabulary/relators/prg|http://rdaregistry.info/Elements/w/P10534,,,,,http://rdaregistry.info/Elements/w/P10534,has programmer corporate body,IRI,,,,
385,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,radio director|radio director corporate body,,,,,http://rdaregistry.info/Elements/w/P10513,has radio director corporate body,IRI,,,,
386,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,rdd|http://id.loc.gov/vocabulary/relators/rdd|http://rdaregistry.info/Elements/w/P10513,,,,,http://rdaregistry.info/Elements/w/P10513,has radio director corporate body,IRI,,,,
387,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,radio producer|radio producer corporate body,,,,,http://rdaregistry.info/Elements/w/P10517,has radio producer corporate body,IRI,,,,
388,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,rpc|http://id.loc.gov/vocabulary/relators/rpc|http://rdaregistry.info/Elements/w/P10517,,,,,http://rdaregistry.info/Elements/w/P10517,has radio producer corporate body,IRI,,,,
389,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,rapporteur|rapporteur corporate body,,,,,http://rdaregistry.info/Elements/w/P10526,has rapporteur corporate body,IRI,,,,
390,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,remix artist|remix artist corporate body,,,,,http://rdaregistry.info/Elements/w/P10543,has remix artist corporate body,IRI,,,,
391,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,researcher|researcher corporate body,,,,,http://rdaregistry.info/Elements/w/P10510,has researcher corporate body,IRI,,,,
392,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,res|http://id.loc.gov/vocabulary/relators/res|http://rdaregistry.info/Elements/w/P10510,,,,,http://rdaregistry.info/Elements/w/P10510,has researcher corporate body,IRI,,,,
393,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,screenwriter|screenwriter corporate body,,,,,http://rdaregistry.info/Elements/w/P10523,has screenwriter corporate body,IRI,,,,
394,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,aus|http://id.loc.gov/vocabulary/relators/aus|http://rdaregistry.info/Elements/w/P10523,,,,,http://rdaregistry.info/Elements/w/P10523,has screenwriter corporate body,IRI,,,,
395,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,sculptor|sculptor corporate body,,,,,http://rdaregistry.info/Elements/w/P10521,has sculptor corporate body,IRI,,,,
396,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,scl|http://id.loc.gov/vocabulary/relators/scl|http://rdaregistry.info/Elements/w/P10521,,,,,http://rdaregistry.info/Elements/w/P10521,has sculptor corporate body,IRI,,,,
397,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,sponsoring body|sponsoring corporate body of work|sponsor|sponsor corporate body of work,,,,,http://rdaregistry.info/Elements/w/P10605,has sponsoring corporate body of work,IRI,,,,
398,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,spn|http://id.loc.gov/vocabulary/relators/spn|http://rdaregistry.info/Elements/w/P10605,,,,,http://rdaregistry.info/Elements/w/P10605,has sponsoring corporate body of work,IRI,,,,
399,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,television director|television director corporate body,,,,,http://rdaregistry.info/Elements/w/P10514,has television director corporate body,IRI,,,,
400,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,tld|http://id.loc.gov/vocabulary/relators/tld|http://rdaregistry.info/Elements/w/P10514,,,,,http://rdaregistry.info/Elements/w/P10514,has television director corporate body,IRI,,,,
401,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,television producer|television producer corporate body,,,,,http://rdaregistry.info/Elements/w/P10518,has television producer corporate body,IRI,,,,
402,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$4,tlp|http://id.loc.gov/vocabulary/relators/tlp|http://rdaregistry.info/Elements/w/P10518,,,,,http://rdaregistry.info/Elements/w/P10518,has television producer corporate body,IRI,,,,
403,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,$j,none of the above values,$4,none of the above values,,,http://rdaregistry.info/Elements/w/P10531,has creator corporate body of work,IRI,,,,
404,first pass,111.0,,,,,,,,,,1,Real World Object URI (R),,,not($j),,not($4),,,,http://rdaregistry.info/Elements/w/P10531,has creator corporate body of work,IRI,,,,
405,not mapped,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,0,Inverted name,Undefined,#,Undefined,,,4,Relationship (R),,,,,,,,,,,,,,,
406,not mapped,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,1,Jurisdiction name,Undefined,#,Undefined,,,4,Relationship (R),,,,,,,,,,,,,,,
407,not mapped,111.0,MAIN ENTRY--MEETING NAME (NR),Type of meeting name entry element,2,Name in direct order,Undefined,#,Undefined,,,4,Relationship (R),,,,,,,,,,,,,,,
