,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,p,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,*,,Undefined,*,,,,"a, b, c, d, 3",Cumulative index/finding aids note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30137 ,has note on manifestation,unstructured description,"Element ""index"" and ""finding aid"": LC/PCC practice: Do not record the element. The element will be evaluated for use at a future time.","""Cumulative index/finding aids note: "" + [$a value]. "" Availability source: "" + [$b value]. ""Degree of control: "" + [$c value]. ""Bibliographic reference: "" + [$d value]. ""Materials specified: "" + [$3 value]",,
1, ,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,*,,Undefined,*,,,,a,Cumulative index/finding aids note (NR),,,,,,,http://rdaregistry.info/Elements/w/P10110,has catalogue work,,,,,
2,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,*,,Undefined,*,,,,d,Bibliographic reference (NR),,,,,,,http://rdaregistry.info/Elements/w/P10110,has catalogue work,,,,,
3,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,a,Cumulative index/finding aids note (NR),,,,,,,http://rdaregistry.info/Elements/w/P10090,is indexed in work,,,,,
4,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,a,Cumulative index/finding aids note (NR),,,,,,,http://rdaregistry.info/Elements/w/P10158,has index work,,,,,
5,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,a,Cumulative index/finding aids note (NR),,,,,,,http://rdaregistry.info/Elements/e/P20091,is indexed in expression,,,,,
6,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,a,Cumulative index/finding aids note (NR),,,,,,,http://rdaregistry.info/Elements/e/P20156,has index expression,,,,,
7,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,d,Bibliographic reference (NR),,,,,,,http://rdaregistry.info/Elements/w/P10090,is indexed in work,,,,,
8,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,d,Bibliographic reference (NR),,,,,,,http://rdaregistry.info/Elements/w/P10158,has index work,,,,,
9,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,d,Bibliographic reference (NR),,,,,,,http://rdaregistry.info/Elements/e/P20091,is indexed in expression,,,,,
10,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,*,,,,d,Bibliographic reference (NR),,,,,,,http://rdaregistry.info/Elements/e/P20156,has index expression,,,,,
11,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
12,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
13,?,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,#,Undefined,,,7,Data provenance (R),,,,,,,,,,,,,
14,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
15, ,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,#,Undefined,,,b,Availability source (R),,,,,,,,,,,,,
16,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,#,Undefined,,,c,Degree of control (NR),,,,,,,,,,,,,
17,,555,CUMULATIVE INDEX/FINDING AIDS NOTE (R),Display constant controller,#,Indexes,Undefined,#,Undefined,,,u,Uniform Resource Identifier (R),,,,,,,,,,,,,
