,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,520,SUMMARY ETC. (R),Display constant controller,"#, 8",,Undefined,*,,,,"a, b, c, u, 3",,,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,unstructured description,,"{$a} + {$b} + ""URI: "" {$u} +"" (Assigned by: "" + {$c} + "")"" + "" (Applies to: "" + {$3} "" )"" -- ZP 6/7/2023",,
1,done,520,SUMMARY ETC. (R),Display constant controller,0,,Undefined,*,,,,"a, b, c, u, 3",,,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,unstructured description,,"""Subject: "" + {$a} + {$b} + ""URI: "" {$u} +"" (Assigned by: "" + {$c} + "")"" + "" (Applies to: "" + {$3} "" )"" -- ZP 6/7/2023",,
2,done,520,SUMMARY ETC. (R),Display constant controller,1,,Undefined,*,,,,"a, b, c, u, 3",,,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,unstructured description,,"""Review: "" + {$a} + {$b} + ""URI: "" {$u} "" (Assigned by: "" + {$c} + "")"" + "" (Applies to: "" + {$3} "" )"" -- ZP 6/7/2023",,
3,done,520,SUMMARY ETC. (R),Display constant controller,2,,Undefined,*,,,,"a, b, c, u, 3",,,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,unstructured description,,"""Scope and content: "" + {$a} + {$b} + ""URI: "" {$u} "" (Assigned by: "" + {$c} + "")"" + "" (Applies to: "" + {$3} "" )"" -- ZP 6/7/2023",,
4,done,520,SUMMARY ETC. (R),Display constant controller,3,,Undefined,*,,,,"a, b, c, u, 3",,,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,unstructured description,,"""Abstract: "" + {$a} + {$b} + ""URI: "" {$u}  "" (Assigned by: "" + {$c} + "")"" + "" (Applies to: "" + {$3} "" )"" -- ZP 6/7/2023",,
5,done,520,SUMMARY ETC. (R),Display constant controller,4,,Undefined,*,,,,"a, b, c, u, 2, 3",,,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,unstructured description,,"""Content advice: "" + {$a} + {$b} + ""URI: "" {$u} "" (Assigned by: "" + {$c} + "")"" + "" (Applies to: "" + {$3} "" )"" + ""(Classification source: "" + [full name of the code in {2}] + "" )"" -- ZP 6/7/2023",,$2 Content Advice Classification Source Codes from https://www.loc.gov/standards/sourcelist/content-advice.html -- ZP 6/7/2023
6,delete,520,SUMMARY ETC. (R),Display constant controller,*,,Undefined,*,,,,u,Uniform Resource Identifier (R),,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,IRI,This recording method is not applicable to this element.--PS,,,
7,delete,520,"SUMMARY, ETC. (R)",Display constant controller,*,,Undefined,*,,,,a,"Summary, etc. note (NR)",,,,,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,,,,,
8,delete,520,SUMMARY ETC. (R),Display constant controller,*,,Undefined,*,,,,a,"Summary, etc. note (NR)",,,,,,,http://rdaregistry.info/Elements/e/P20069,has summarization of content,,,,,
9,delete,520,SUMMARY ETC. (R),Display constant controller,*,,Undefined,*,,,,b,Expansion of summary note (NR),,,,,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,,,,,
