,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,,270,ADDRESS (R),Level,#,No level specified,Type of address,#,No type specified,,,4,Relationship (R),,,,,,,,,,,,,
1,,270,ADDRESS (R),Level,#,No level specified,Type of address,0,Mailing,,,4,Relationship (R),,,,,,,,,,,,,
2,,270,ADDRESS (R),Level,#,No level specified,Type of address,7,Type specified in subfield $i,,,4,Relationship (R),,,,,,,,,,,,,
3,,270,ADDRESS (R),Level,1,Primary,Type of address,#,No type specified,,,4,Relationship (R),,,,,,,,,,,,,
4,,270,ADDRESS (R),Level,1,Primary,Type of address,0,Mailing,,,4,Relationship (R),,,,,,,,,,,,,
5,,270,ADDRESS (R),Level,1,Primary,Type of address,7,Type specified in subfield $i,,,4,Relationship (R),,,,,,,,,,,,,
6,,270,ADDRESS (R),Level,2,Secondary,Type of address,#,No type specified,,,4,Relationship (R),,,,,,,,,,,,,
7,,270,ADDRESS (R),Level,2,Secondary,Type of address,0,Mailing,,,4,Relationship (R),,,,,,,,,,,,,
8,,270,ADDRESS (R),Level,2,Secondary,Type of address,7,Type specified in subfield $i,,,4,Relationship (R),,,,,,,,,,,,,
9,,270,ADDRESS (R),Level,*,,Type of address,*,,,,a,Address (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
10,,270,ADDRESS (R),Level,*,,Type of address,*,,,,a,Address (R),,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,,,,,
11,,270,ADDRESS (R),Level,*,,Type of address,*,,,,a,Address (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
12,,270,ADDRESS (R),Level,*,,Type of address,*,,,,a,Address (R),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
13,,270,ADDRESS (R),Level,*,,Type of address,*,,,,a,Address (R),,,,,,,http://rdaregistry.info/Elements/m/P30279,has place of manifestation,,,,,
14,,270,ADDRESS (R),Level,*,,Type of address,*,,,,b,City (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
15,,270,ADDRESS (R),Level,*,,Type of address,*,,,,b,City (NR),,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,,,,,
16,,270,ADDRESS (R),Level,*,,Type of address,*,,,,b,City (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
17,,270,ADDRESS (R),Level,*,,Type of address,*,,,,b,City (NR),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
18,,270,ADDRESS (R),Level,*,,Type of address,*,,,,b,City (NR),,,,,,,http://rdaregistry.info/Elements/m/P30279,has place of manifestation,,,,,
19,,270,ADDRESS (R),Level,*,,Type of address,*,,,,c,State or province (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
20,,270,ADDRESS (R),Level,*,,Type of address,*,,,,c,State or province (NR),,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,,,,,
21,,270,ADDRESS (R),Level,*,,Type of address,*,,,,c,State or province (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
22,,270,ADDRESS (R),Level,*,,Type of address,*,,,,c,State or province (NR),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
23,,270,ADDRESS (R),Level,*,,Type of address,*,,,,c,State or province (NR),,,,,,,http://rdaregistry.info/Elements/m/P30279,has place of manifestation,,,,,
24,,270,ADDRESS (R),Level,*,,Type of address,*,,,,d,Country (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
25,,270,ADDRESS (R),Level,*,,Type of address,*,,,,d,Country (NR),,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,,,,,
26,,270,ADDRESS (R),Level,*,,Type of address,*,,,,d,Country (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
27,,270,ADDRESS (R),Level,*,,Type of address,*,,,,d,Country (NR),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
28,,270,ADDRESS (R),Level,*,,Type of address,*,,,,d,Country (NR),,,,,,,http://rdaregistry.info/Elements/m/P30279,has place of manifestation,,,,,
29,,270,ADDRESS (R),Level,*,,Type of address,*,,,,e,Postal code (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
30,,270,ADDRESS (R),Level,*,,Type of address,*,,,,e,Postal code (NR),,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,,,,,
31,,270,ADDRESS (R),Level,*,,Type of address,*,,,,e,Postal code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
32,,270,ADDRESS (R),Level,*,,Type of address,*,,,,e,Postal code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
33,,270,ADDRESS (R),Level,*,,Type of address,*,,,,e,Postal code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30279,has place of manifestation,,,,,
34,,270,ADDRESS (R),Level,*,,Type of address,*,,,,f,Terms preceding attention name (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
35,,270,ADDRESS (R),Level,*,,Type of address,*,,,,g,Attention name (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
36,,270,ADDRESS (R),Level,*,,Type of address,*,,,,h,Attention position (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
37,,270,ADDRESS (R),Level,*,,Type of address,*,,,,i,Type of address (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
38,,270,ADDRESS (R),Level,*,,Type of address,*,,,,j,Specialized telephone number (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
39,,270,ADDRESS (R),Level,*,,Type of address,*,,,,k,Telephone number (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
40,,270,ADDRESS (R),Level,*,,Type of address,*,,,,l,Fax number (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
41,,270,ADDRESS (R),Level,*,,Type of address,*,,,,m,Electronic mail address (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
42,,270,ADDRESS (R),Level,*,,Type of address,*,,,,n,TDD or TTY number (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
43,,270,ADDRESS (R),Level,*,,Type of address,*,,,,p,Contact person (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
44,,270,ADDRESS (R),Level,*,,Type of address,*,,,,q,Title of contact person (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
45,,270,ADDRESS (R),Level,*,,Type of address,*,,,,r,Hours (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
46,,270,ADDRESS (R),Level,*,,Type of address,*,,,,z,Public note (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
47,,270,ADDRESS (R),Level,1,Primary,Type of address,0,Mailing,,,6,Linkage (NR),,,,,,,,,,,,,
48,,270,ADDRESS (R),Level,1,Primary,Type of address,0,Mailing,,,8,Field link and sequence number (R),,,,,,,,,,,,,
49,,270,ADDRESS (R),Level,1,Primary,Type of address,7,Type specified in subfield $i,,,6,Linkage (NR),,,,,,,,,,,,,
50,,270,ADDRESS (R),Level,1,Primary,Type of address,7,Type specified in subfield $i,,,8,Field link and sequence number (R),,,,,,,,,,,,,
