,Status,MARCField,MARCFieldLabel,CharacterPosition,CharacterPositionLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,Attention: MARCField/MARCInd2Value combination does not exist,
1,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,Attention: MARCField/MARCInd2Value combination does not exist,
2,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,,,http://rdaregistry.info/Elements/e/P20219,has duration,,,,Attention: MARCField/MARCInd2Value combination does not exist ;,
3,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,,,http://rdaregistry.info/Elements/e/P20318,has relief representation,,,,Attention: MARCField/MARCInd2Value combination does not exist ;,
4,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,a,Language material,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
5,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,a,Language material,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
6,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,c,Notated music,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
7,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,c,Notated music,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
8,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,d,Manuscript notated music,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
9,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,d,Manuscript notated music,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
10,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,e,Cartographic material,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
11,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,e,Cartographic material,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
12,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,f,Manuscript cartographic material,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
13,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,f,Manuscript cartographic material,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
14,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,g,Projected medium,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
15,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,g,Projected medium,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
16,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,i,Nonmusical sound recording,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
17,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,i,Nonmusical sound recording,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
18,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,j,Musical sound recording,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
19,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,j,Musical sound recording,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
20,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,k,Two-dimensional nonprojectable graphic,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
21,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,k,Two-dimensional nonprojectable graphic,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
22,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,m,Computer file/Electronic resource,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
23,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,m,Computer file/Electronic resource,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
24,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,o,Kit,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
25,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,o,Kit,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
26,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,p,Mixed material,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
27,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,p,Mixed material,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
28,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,r,Three-dimensional artifact or naturally occurring object,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
29,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,r,Three-dimensional artifact or naturally occurring object,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
30,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,s,Serial/Integrating resource,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
31,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,s,Serial/Integrating resource,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
32,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,t,Manuscript language material,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
33,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),00,Form of material,t,Manuscript language material,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
34,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01,Frequency,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
35,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01,Frequency,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
36,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
37,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
38,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
39,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
40,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
41,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
42,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
43,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-02,Form of composition,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
44,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
45,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,g,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
46,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
47,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,k,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
48,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
49,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,o,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
50,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
51,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-03,Running time,,,006 00,r,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
52,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Illustrations,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
53,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Illustrations,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
54,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Illustrations,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
55,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Illustrations,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
56,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Undefined,,,006 00,m,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
57,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Undefined,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
58,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Relief,,,006 00,e,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
59,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Relief,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
60,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Relief,,,006 00,f,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
61,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-04,Relief,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
62,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-05,Undefined,,,006 00,p,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
63,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),01-05,Undefined,,,006 00,p,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
64,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),02,Regularity,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
65,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),02,Regularity,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
66,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
67,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
68,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
69,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
70,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
71,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
72,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
73,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,Format of music,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
74,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,ISSN Center [OBSOLETE],,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
75,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),03,ISSN Center [OBSOLETE],,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
76,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
77,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
78,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
79,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
80,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
81,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
82,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
83,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Music parts,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
84,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Type of continuing resource,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
85,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Type of continuing resource,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
86,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
87,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,g,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
88,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
89,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,k,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
90,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
91,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,o,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
92,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
93,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),04,Undefined,,,006 00,r,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
94,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
95,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
96,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
97,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
98,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,m,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
99,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
100,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
101,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
102,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
103,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
104,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
105,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
106,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
107,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
108,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Form of original item,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
109,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Form of original item,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
110,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
111,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,g,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
112,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
113,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,k,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
114,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
115,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),05,Target audience,,,006 00,o,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
