,Status,MARCField,MARCFieldLabel,CharacterPosition,CharacterPositionLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
242,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),12,Form of item,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
243,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),12,Form of item,,,006 00,r,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
244,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),12,Undefined [OBSOLETE],,,006 00,r,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
245,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),12,Undefined [OBSOLETE],,,006 00,r,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
246,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),12-17,Undefined,,,006 00,m,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
247,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),12-17,Undefined,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
248,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Festschrift,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
249,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Festschrift,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
250,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Festschrift,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
251,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Festschrift,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
252,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Undefined,,,006 00,e,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
253,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Undefined,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
254,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Undefined,,,006 00,f,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
255,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),13,Undefined,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
256,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
257,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
258,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
259,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
260,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
261,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
262,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
263,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Literary text for sound recordings,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
264,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
265,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
266,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
267,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,g,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
268,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
269,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,k,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
270,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
271,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,o,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
272,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
273,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Undefined,,,006 00,r,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
274,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
275,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
276,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
277,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
278,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,e,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
279,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
280,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,f,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
281,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),14,Index,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
282,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
283,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
284,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
285,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
286,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,e,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
287,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
288,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,f,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
289,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
290,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
291,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
292,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
293,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
294,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
295,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
296,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
297,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),15,Undefined,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
298,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Literary form,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
299,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Literary form,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
300,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Literary form,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
301,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Literary form,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
302,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
303,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
304,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
305,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
306,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
307,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
308,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
309,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Transposition and arrangement,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
310,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Original alphabet or script of title,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
311,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Original alphabet or script of title,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
312,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
313,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,g,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
314,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
315,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,k,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
316,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
317,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,o,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
318,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
319,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),16,Type of visual material,,,006 00,r,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
320,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Special format characteristics,,,006 00,e,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
321,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Special format characteristics,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
322,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Special format characteristics,,,006 00,f,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
323,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,Special format characteristics,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
324,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Biography,,,006 00,a,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
325,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Biography,,,006 00,a,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
326,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Biography,,,006 00,t,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
327,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Biography,,,006 00,t,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
328,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,c,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
329,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
330,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,d,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
331,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
332,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,i,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
333,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
334,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,j,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
335,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Undefined,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
336,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Entry convention,,,006 00,s,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
337,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Entry convention,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
338,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
339,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,g,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
340,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
341,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,k,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
342,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
343,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,o,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
344,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10368,has frequency,,,,,
345,,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),17,Technique,,,006 00,r,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
