,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,Unnamed: 20,Unnamed: 21,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Unnamed: 29,Unnamed: 30
0,First Pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,*,*,,,*,*,533,"is present in record AND its $a does not contain phrase ""also available as""","ldr/6=a,t,m,p,c,d,i,, or j   AND 008 /23 = ""o"" (online)",online,,,"Mint a URI for the original manifestation of this expression (origalM) to which parts of the 008 and other fields are related.  
Relate it to the manifestation (reproM) for the reproduction described by the record with this property:  http://rdaregistry.info/Elements/m/P30136", is electronic reproduction of manifestation of ,URI,"By definition, use of 533 indicates a MARC record is describing a reproduction - with exception of some early records that recorded presence of a related electronic record in the print record reproduced, using this tag.  The 533 contains descriptive elements of the reproduction, but parts of the main description such as date of creation or publication describe the original reproduced, including elements of the 008.","Use the same ""originalM"" URI for all of the conditional mappings for 008 and other tags.",,,,See 533 Issue https://github.com/uwlib-cams/MARC2RDA/issues/207 and Reproductions discussion https://github.com/uwlib-cams/MARC2RDA/discussions/385 
1,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,00-05,Date entered on file,,,,,,,,,,,,,,,,,,,
2,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,|,No attempt to code,,,,,,,,,,,,,,,
3,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,b,No dates given; B.C. date involved,,,,,,,,,,,,,,,
4,,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,c,Continuing resource currently published,,,,,,,,,,,,,,,
5,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,c,Continuing resource currently published,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Continuing resource currently published.""",,,,
6,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,c,Actual date and copyright date [OBSOLETE],,,,,,,,,,,Actual date and copyright date [OBSOLETE],,,,
7,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,d,Continuing resource ceased publication,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Continuing resource ceased publication.""",,,,
8,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,d,Detailed date [OBSOLETE],,,,,,,,,,,,,,,
9,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,e,Detailed date,,,,,,,,,,,,,,,
10,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,i,Inclusive dates of collection,,,,,,,,,,,,,,,
11,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,k,Range of years of bulk of collection,,,,,,,,,,,,,,,
12,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,m,Multiple dates,,,,,,,,,,,,,,,
13,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,n,Dates unknown,,,,,,,,,,,,,,,
14,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,p,Date of distribution/release/issue and production/recording session when different,,,,,,,,,,,,,,,
15,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,q,Questionable date,,,,,,,,,,,,,,,
16,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,r,Reprint/reissue date and original date,,,,,,,,,,,,,,,
17,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,s,Single known date/probable date,,,,,,,,,,,,,,,
18,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,t,Publication date and copyright date,,,,,,,,,,,,,,,
19,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,u,Continuing resource status unknown,,,,,,,,,,,,,,,
20,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,#,Date element is not applicable,,,,,,,,,,,,,,,
21,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,|,No attempt to code,,,,,,,,,,,,,,,
22,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,c,008/07-10,*,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,[date]/.. | u=blank,,,,
23,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,c,008/07-10,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Date of publication unknown.""",,,,
24,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,d,008/07-10,,008/11-14,*,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,/[date2] | u=blank,,,,
25,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,d,008/07-10,*,008/11-14,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,[date1]/ | u=blank,,,,
26,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,d,008/07-10,,008/11-14,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Ceased publication. Publication start and end dates unknown.""",,,,
27,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,e,008/07-10,*,008/11-14,*,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,date1 + date2 normalized yyyy-mm-dd | u=blank,,,,
28,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,i,008/07-10,,008/11-14,*,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,/[date] | u=blank,,,,
29,reviewed,,,,,,,,,,"07-10, 11-14","Date 1, Date 2",,,,,008 06,i,008/07-10,*,008/11-14,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,[date]/ | u=blank,,,,
30,reviewed,,,,,,,,,,"07-10, 11-14","Date 1, Date 2",,,,,008 06,i,008/07-10,,008/11-14,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Dates of collection unknown.""",,,,
31,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,m,008/07-10,,008/11-14,*,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,/[date] | u=blank,,,,
32,reviewed,,,,,,,,,,"07-10, 11-14","Date 1, Date 2",,,,,008 06,m,008/07-10,*,008/11-14,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,[date]/ | u=blank,,,,
33,reviewed,,,,,,,,,,"07-10, 11-14","Date 1, Date 2",,,,,008 06,m,008/07-10,,008/11-14,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Dates of publication unknown.""",,,,
34,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,p,008/07-10,*,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,[date]/.. | u=blank,,,,
35,reviewed,,,,,,,,,,07-10,Date 1,,,,,008 06,p,008/07-10,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Date of manifestation unknown.""",,,,
36,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,q,008/07-10,*,008/11-14,*,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,[date1..date2] | u=blank | partial blank = fill in blanks as X,,,,
37,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,r,008/07-10,*,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,structured,,,,,,
38,reviewed,,,,,,,,,,07-10,Date 1,,,,,008 06,r,008/07-10,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Date of publication unknown.""",,,,
39,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,s,008/07-10,*,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,structured,,,,,,
40,reviewed,,,,,,,,,,07-10,Date 1,,,,,008 06,s,008/07-10,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Date of publication unknown.""",,,,
41,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,t,008/07-10,*,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,structured,,,,,,
42,reviewed,,,,,,,,,,07-10,Date 1,,,,,008 06,t,008/07-10,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Date of publication unknown.""",,,,
43,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,u,008/07-10,*,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,date1/..,,,,
44,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,u,008/07-10,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value= ""Continuing resource. Start and end dates unknown.""",,,,
45,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,c,,,,,,,,,,,,,
46,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,d,,,,,,,,,,,,,
47,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,e,,,,,,,,,,,,,
48,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,i,,,,,,,,,,,,,
49,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,m,,,,,,,,,,,,,
50,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,p,,,,,,,,,,,,,
51,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,q,,,,,,,,,,,,,
52,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,r,,,,,,,,,,,,,
53,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,s,,,,,,,,,,,,,
54,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,t,,,,,,,,,,,,,
55,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,u,,,,,,,,,,,,,
56,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,c,,,,,,,,,,,,,
57,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,c,,,,,,,,,,,,,
58,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,d,,,,,,,,,,,,,
59,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,d,,,,,,,,,,,,,
60,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,e,,,,,,,,,,,,,
61,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,e,,,,,,,,,,,,,
62,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,i,,,,,,,,,,,,,
63,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,i,,,,,,,,,,,,,
64,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,m,,,,,,,,,,,,,
65,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,m,,,,,,,,,,,,,
66,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
67,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
68,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
69,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,r,,,,,,,,,,,,,
70,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,r,,,,,,,,,,,,,
71,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,t,,,,,,,,,,,,,
72,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,u,,,,,,,,,,,,,
73,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,u,,,,,,,,,,,,,
74,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,c,,,,,,,,,,,,,
75,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,c,,,,,,,,,,,,,
76,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,d,,,,,,,,,,,,,
77,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,d,,,,,,,,,,,,,
78,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,e,,,,,,,,,,,,,
79,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,e,,,,,,,,,,,,,
80,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,i,,,,,,,,,,,,,
81,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,i,,,,,,,,,,,,,
82,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,m,,,,,,,,,,,,,
83,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,m,,,,,,,,,,,,,
84,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
85,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
86,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
87,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,r,,,,,,,,,,,,,
88,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,r,,,,,,,,,,,,,
89,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,t,,,,,,,,,,,,,
90,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,u,,,,,,,,,,,,,
91,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,u,,,,,,,,,,,,,
92,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,c,,,,,,,,,,,,,
93,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,d,,,,,,,,,,,,,
94,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,d,,,,,,,,,,,,,
95,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,e,,,,,,,,,,,,,
96,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,e,,,,,,,,,,,,,
97,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,i,,,,,,,,,,,,,
98,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,i,,,,,,,,,,,,,
99,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,m,,,,,,,,,,,,,
100,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,m,,,,,,,,,,,,,
101,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
102,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
103,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,p,,,,,,,,,,,,,
104,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,r,,,,,,,,,,,,,
105,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,r,,,,,,,,,,,,,
106,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,t,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured,,"value = ""Has copyright notice date, phonogram copyright notice date, or deposit date"" + date",,,,
107,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,u,,,,,,,,,,,,,
108,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,,,,,,,,,,,,,,,
109,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,u,Date element is totally or partially unknown,,,,,,,,,,"Included in conditions for Date 1, Date 2",,,,,
110,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/e/P20218,has place of capture,STRUCTURED/IRI,,,,,,
111,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,STRUCTURED/IRI,,,,,,
112,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/m/P30086,has place of production,STRUCTURED/IRI,,,,,,
113,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/m/P30087,has place of manufacture,STRUCTURED/IRI,,,,,,
114,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/m/P30088,has place of publication,STRUCTURED/IRI,,,,,,
115,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,STRUCTURED/IRI,,,,,,
116,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/m/P30279,has place of manifestation,IRI,,Append code to http://id.loc.gov/vocabulary/countries/ for IRI value,,,,
117,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/w/P10218,has place of origin of work,STRUCTURED/IRI,,,,,,
118,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,STRUCTURED/IRI,,,,,,
119,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,35-37,Language,,,,,,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,IRI,,Append code to http://id.loc.gov/vocabulary/languages/ for IRI value | No object property in registry. No range.,,,,
120,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,38,Modified record,,,#,Not modified,,,,,,,,,,,,,,,
121,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,38,Modified record,,,|,No attempt to code,,,,,,,,,,,,,,,
122,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,38,Modified record,,,d,Dashed-on information omitted,,,,,,,,,,,,,,,
