,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10017,has enacting jurisdiction,,,,,
1,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10050,has programmer agent,,,,,
2,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10051,has designer agent,,,,,
3,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10052,has cartographer agent of work,,,,,
4,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10053,has composer agent of work,,,,,
5,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10054,has inventor agent,,,,,
6,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10055,has compiler agent,,,,,
7,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10056,has photographer agent of work,,,,,
8,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10057,has interviewer agent of work,,,,,
9,,110,MAIN ENTRY--CORPORATE NAME (NR),Type of corporate name entry element,*,,Undefined,*,,,,a,Corporate name or jurisdiction name as entry element (NR),,,,,,,http://rdaregistry.info/Elements/w/P10058,has artist agent,,,,,
