,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
10,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30104,has video format,,"probably just map to the supertype, video characteristic only","If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of video characteristic--JL,"See also  TAG 346$a, 538$a, 500$a and 007/00= v"
11,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30123,has broadcast standard,,"probably just map to the supertype, video characteristic only","If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of video characteristic--JL,See also TAG 346 $b and 007/00=v
12,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Leader/06; 006/00,i|j,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30125,has sound characteristic,,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,See also in TAG 007/00=s and  344$j
13,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Leader/06; 006/00,g,008/33; 006/16,v,Check for Reproduction Condition 2 only,,http://rdaregistry.info/Elements/m/P30126,has video characteristic,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,"TAG 007/00=v , see als TAG 346"
14,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Leader/06; 006/00,g,008/33; 006/16,m ,Check for Reproduction Condition 2 only,,http://rdaregistry.info/Elements/m/P30127,has projection characteristic of motion picture film,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,"TAG 007/00=m , see als TAG 345"
15,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30138,has special playback characteristic,,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristic--JL,"TAG 007/00=s, see also TAG 500, 538$a, 344$h"
16,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30155,has layout,,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,"TAG 007/00=f, see als TAG 500, 340$k"
17,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30161,has track configuration,,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristic--JL,"Information also in TAG 344$e, TAG007/00=m"
18,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30163,has presentation format,,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of project characteristic of motion picture film,"TAG 007/00=m , see als TAG 345 $a"
19,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30164,has groove characteristic,,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristics--JL,"TAG 007/00=s, see also TAG 500, 538$a, 344$h"
20,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30172,has type of recording,structured/IRI,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristics--JL,"TAG 007/00=g, m,s or v. See also TAG 344"
21,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30184,has configuration of playback channels,structured/IRI,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristics--JL,"TAG 007/00=m, s or v. Information also in TAG 344$g "
22,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30185,has tape configuration,unstructured,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristics--JL,tag 007/00= s.  Information also in TAG 344$f or 500$a
23,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30304,has material,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27","Checked RDA Toolkit, ""has material"" does not map to 300 $b--JL","TAG 007/00= d, a, h, m, k , g, or s. See Also TAG 340"
24,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30187,has production method,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",Cannot think of in what condition would we record production method in 300 $b?--JL,TAG 007/00= a or m
25,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30196,has polarity,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27","Normally polarity can be record in $b for motion picture film, but can we parse out that information with other characteristics of motion picture film?--JL","TAG 007/00= a, h or m"
26,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30198,has reduction ratio,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",Not sure what MARC tag condition to use--JL,TAG 007/00= h
27,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30200,has projection speed,structured,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of project characteristic of motion picture film,TAG 007/00= m
28,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30201,has playing speed,structured,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristics--JL,TAG 007/00 = s
29,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,structured,map to supertype only?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",subtype of Sound characteristics--JL,"TAG 007/00 = m, g or v"
30,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Leader/06;006/00,a,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,
31,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30454,has sound content,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27","This could map to motion picture film, but this condition is already used for ""has projection characteristic of motion picture film"" up above--JL","TAG 007/00= c, m, g, v"
32,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,Check for Reproduction Condition 2 only,,,,,,http://rdaregistry.info/Elements/m/P30456,has colour content,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27","This could map to cartographic materials and some other visual materials, but can we parse out ""color"" along with other characteristics? Such as, ""DVD video, sound, color"" --JL","TAG 007/00= a, c, d, g, h, k, m, v"
33,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,c,Dimensions (R),,,Leader/06; 006/00,Not e or k,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30169,has dimensions,unstructured,recording method should be structured?,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,
34,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,c,Dimensions (R),,,Leader/06; 006/00,e,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30170,has dimensions of cartographic image,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,
35,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,c,Dimensions (R),,,Leader/06; 006/00,k,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30171,has dimensions of still image,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,
36,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,c,Dimensions (R),,,,,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30197,has bibliographic format,structured,"300 $$c ""may include a parenthetical qualifier giving the format of the item (e.g., (fol.), (8vo))""","If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",how do you write a condition to map the value in the prantheical qualifier to bibliographic format?,See also TAG 340$m ; compare with RDA Bibliographic format
37,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,g,Size of unit (R),,,Leader/06; 006/00,Not e or k,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30169,has dimensions,structured,,"If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,
38,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,g,Size of unit (R),,,Leader/06; 006/00,e,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30170,has dimensions of cartographic image,structured,,"TAG 007/00=a

If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,
39,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,g,Size of unit (R),,,Leader/06; 006/00,k,Check for Reproduction Condition 2 only,,,,http://rdaregistry.info/Elements/m/P30171,has dimensions of still image,structured,,"TAG 007/00=k

If a Reproduction condition is present, apply mapping/transformation to OriginalM, not ReproM. -- LA, DC 2024/09/27",,
40,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,a,Extent (R),,,,,,,,,http://rdaregistry.info/Elements/e/P20307,has related timespan of expression,,,,,
41,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,a,Extent (R),,,,,,,,,http://rdaregistry.info/Elements/e/P20321,has extent of expression,,,,,
42,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,,,,,,,http://rdaregistry.info/Elements/m/P30084,has applied material,,,,,
43,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,,,,,,,http://rdaregistry.info/Elements/m/P30122,has emulsion on microfilm and microfiche,,,,,"See also in TAG 340$c,  500$a and 007/00=h"
44,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,,,,,,,http://rdaregistry.info/Elements/m/P30186,has mount,,,,,
45,delete,300,PHYSICAL DESCRIPTION (R),Undefined,*,,Undefined,*,,,,b,Other physical details (NR),,,,,,,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
46,delete,300,PHYSICAL DESCRIPTION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,e,Accompanying material (NR),,,,,,,,,http://rdaregistry.info/Elements/m/P30182,has extent of manifestation,unstructured,,,,
47,delete,300,PHYSICAL DESCRIPTION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,e,Accompanying material (NR),,,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Accompanying material: [value of $e].""",,
48,delete,300,PHYSICAL DESCRIPTION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,f,Type of unit (R),,,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured,,,,
49,delete,300,PHYSICAL DESCRIPTION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,"a, f",Type of unit (R),,,,,,,,,http://rdaregistry.info/Elements/m/P30182,has extent of manifestation,structured,,"when MARC fields a and f both exists, ""[value of $a] + [value of $f]""",,
50,delete,300,PHYSICAL DESCRIPTION (R),Undefined,#,Undefined,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,http://rdaregistry.info/Elements/w/P10403,has scope of validity,unstructured,,,,use as boilerplate for extent
