,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,Unnamed: 20,Unnamed: 21,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
769,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mc,Musical revues and comedies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
770,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,md,Madrigals,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
771,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mi,Minuets,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
772,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mo,Motets,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
773,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mp,Motion picture music,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
774,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mr,Marches,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
775,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ms,Masses,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
776,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mu,Multiple forms,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
777,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mz,Mazurkas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
778,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,nc,Nocturnes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
779,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,nn,Not applicable,,,,,,,,,,,,,
780,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,op,Operas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
781,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,or,Oratorios,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
782,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ov,Overtures,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
783,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,pg,Program music,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
784,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,pm,Passion music,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
785,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,po,Polonaises,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
786,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,pp,Popular music,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
787,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,pr,Preludes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
788,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ps,Passacaglias,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
789,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,pt,Part-songs,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
790,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,pv,Pavans,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
791,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,rc,Rock music,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
792,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,rd,Rondos,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
793,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,rg,Ragtime music,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
794,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ri,Ricercars,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
795,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,rp,Rhapsodies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
796,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,rq,Requiems,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
797,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sd,Square dance music,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
798,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sg,Songs,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
799,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sn,Sonatas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
800,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sp,Symphonic poems,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
801,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,st,Studies and exercises,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
802,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,su,Suites,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
803,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sy,Symphonies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
804,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,tc,Toccatas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
805,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,tl,Teatro lirico,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
806,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ts,Trio-sonatas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
807,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,uu,Unknown,,,,,,,,,,,,,
808,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,vi,Villancicos,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
809,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,vr,Variations,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
810,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,wz,Waltzes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
811,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,za,Zarzuelas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"See also (006/01-02), 380$a"
812,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,zz,Other,,,,,,,,,,,,,
813,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
814,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,a,Full score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
815,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,b,Miniature or study score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
816,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,c,Accompaniment reduced for keyboard,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
817,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,d,Voice score with accompaniment omitted,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
818,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,e,Condensed score or piano-conductor score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
819,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,g,Close score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
820,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,h,Chorus score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
821,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,i,Condensed score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
822,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,j,Performer-conductor part,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
823,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,k,Vocal score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
824,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,l,Score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
825,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,m,Multiple score formats,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
826,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,n,Not applicable,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
827,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,p,Piano score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
828,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,u,Unknown,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
829,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,z,Other,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
830,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,#,No parts in hand or not specified,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
831,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Existence of parts [OBSOLETE],,,#,No parts exist,,,,,,,,,,,,,
832,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
833,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Existence of parts [OBSOLETE],,,a,Parts exist,,,,,,,,,,,,,
834,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,d,Instrumental and vocal parts,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
835,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,e,Instrumental parts,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
836,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,f,Vocal parts,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,structured/IRI,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
837,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,n,Not applicable,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
838,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Existence of parts [OBSOLETE],,,n,Not applicable,,,,,,,,,,,,,
839,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,u,Unknown,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" ."
840,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Existence of parts [OBSOLETE],,,u,Unknown,,,,,,,,,,,,,
841,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,#,Unknown or not specified,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
842,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,#,Unknown or not specified,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
843,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
844,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
845,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,a,Preschool,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
846,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,a,Preschool,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
847,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,b,Primary,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
848,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,b,Primary,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
849,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,c,Pre-adolescent,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
850,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,c,Pre-adolescent,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
851,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,d,Adolescent,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
852,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,d,Adolescent,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
853,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,e,Adult,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
854,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,e,Adult,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
855,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,f,Specialized,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
856,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,f,Specialized,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
857,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,g,General,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
858,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,g,General,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
859,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,j,Juvenile,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,,,SEE ALSO (006/05)
860,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,22,Target audience,,,j,Juvenile,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05)
861,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,#,None of the following,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
862,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
