,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,MARCTagCondition5,MARCTagCondition6,MARCTagCondition7,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
5499,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,radio script expression|has radio script expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20160,has radio script expression,,,,,
5500,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,television screenplay expression|has television screenplay expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20161,has television screenplay expression,,,,,
5501,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,video screenplay expression|has video screenplay expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20162,has video screenplay expression,,,,,
5502,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,libretto expression|has libretto expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20163,has libretto expression,,,,,
5503,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,paraphrased as expression|is paraphrased as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20164,is paraphrased as expression,,,,,
5504,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,arranged as|is arranged as,,,,,,,,,http://rdaregistry.info/Elements/e/P20165,is arranged as,,,,,
5505,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,abridged as expression|is abridged as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20166,is abridged as expression,,,,,
5506,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,digested as expression|is digested as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20170,is digested as expression,,,,,
5507,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,translated as|is translated as,,,,,,,,,http://rdaregistry.info/Elements/e/P20171,is translated as,,,,,
5508,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,supplement expression|has supplement expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20172,has supplement expression,,,,,
5509,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,screenplay for motion picture expression|is screenplay for motion picture expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20173,is screenplay for motion picture expression,,,,,
5510,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,screenplay for television program expression|is screenplay for television program expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20174,is screenplay for television program expression,,,,,
5511,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,screenplay for video expression|is screenplay for video expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20175,is screenplay for video expression,,,,,
5512,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,script for radio program expression|is script for radio program expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20176,is script for radio program expression,,,,,
5513,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,addenda to expression|is addenda to expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20177,is addenda to expression,,,,,
5514,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,summary of expression|is summary of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20179,is summary of expression,,,,,
5515,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,catalogue of expression|is catalogue of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20180,is catalogue of expression,,,,,
5516,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,concordance to expression|is concordance to expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20181,is concordance to expression,,,,,
5517,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,choreographic adaptation of expression|is choreographic adaptation of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20183,is choreographic adaptation of expression,,,,,
5518,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expanded version of expression|is expanded version of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20184,is expanded version of expression,,,,,
5519,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,remake of expression|is remake of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20185,is remake of expression,,,,,
5520,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,paraphrase of expression|is paraphrase of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20186,is paraphrase of expression,,,,,
5521,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,index to expression|is index to expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20188,is index to expression,,,,,
5522,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,revision of|is revision of,,,,,,,,,http://rdaregistry.info/Elements/e/P20189,is revision of,,,,,
5523,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,libretto based on expression|is libretto based on expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20190,is libretto based on expression,,,,,
5524,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,augmentation of expression|is augmentation of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20192,is augmentation of expression,,,,,
5525,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,abstracts for expression|is abstracts for expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20193,is abstracts for expression,,,,,
5526,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,indexing for expression|is indexing for expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20194,is indexing for expression,,,,,
5527,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,imitation of expression|is imitation of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20195,is imitation of expression,,,,,
5528,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,parody of expression|is parody of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20196,is parody of expression,,,,,
5529,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,finding aid for expression|is finding aid for expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20197,is finding aid for expression,,,,,
5530,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression of derivative work|has expression of derivative work,,,,,,,,,http://rdaregistry.info/Elements/e/P20203,has expression of derivative work,,,,,
5531,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression of source work|has expression of source work,,,,,,,,,http://rdaregistry.info/Elements/e/P20204,has expression of source work,,,,,
5532,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,revised as|is revised as,,,,,,,,,http://rdaregistry.info/Elements/e/P20211,is revised as,,,,,
5533,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,musical theatre adaptation of expression|is musical theatre adaptation of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20239,is musical theatre adaptation of expression,,,,,
5534,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,opera adaptation of expression|is opera adaptation of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20240,is opera adaptation of expression,,,,,
5535,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,adapted as musical theatre expression|is adapted as musical theatre expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20241,is adapted as musical theatre expression,,,,,
5536,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,adapted as opera expression|is adapted as opera expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20242,is adapted as opera expression,,,,,
5537,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,music expression|has music expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20243,has music expression,,,,,
5538,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,music for expression|is music for expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20244,is music for expression,,,,,
5539,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,video music expression|has video music expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20245,has video music expression,,,,,
5540,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,music for video expression|is music for video expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20246,is music for video expression,,,,,
5541,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,television program music expression|has television program music expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20247,has television program music expression,,,,,
5542,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,music for television program expression|is music for television program expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20248,is music for television program expression,,,,,
5543,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,radio program music expression|has radio program music expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20249,has radio program music expression,,,,,
5544,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,music for radio program expression|is music for radio program expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20250,is music for radio program expression,,,,,
5545,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,motion picture music expression|has motion picture music expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20251,has motion picture music expression,,,,,
5546,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,music for motion picture expression|is music for motion picture expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20252,is music for motion picture expression,,,,,
5547,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,choreography expression|has choreography expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20253,has choreography expression,,,,,
5548,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,choreography for expression|is choreography for expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20254,is choreography for expression,,,,,
5549,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,adapted as graphic novel expression|is adapted as graphic novel expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20255,is adapted as graphic novel expression,,,,,
5550,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,graphic novelization of expression|is graphic novelization of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20256,is graphic novelization of expression,,,,,
5551,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,subject expression of|is subject expression of,,,,,,,,,http://rdaregistry.info/Elements/e/P20268,is subject expression of,,,,,
5552,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression described in|is expression described in,,,,,,,,,http://rdaregistry.info/Elements/e/P20269,is expression described in,,,,,
5553,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression analysed in|is expression analysed in,,,,,,,,,http://rdaregistry.info/Elements/e/P20270,is expression analysed in,,,,,
5554,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression commentary in|is expression commentary in,,,,,,,,,http://rdaregistry.info/Elements/e/P20271,is expression commentary in,,,,,
5555,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression critiqued in|is expression critiqued in,,,,,,,,,http://rdaregistry.info/Elements/e/P20272,is expression critiqued in,,,,,
5556,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression evaluated in|is expression evaluated in,,,,,,,,,http://rdaregistry.info/Elements/e/P20273,is expression evaluated in,,,,,
5557,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,expression reviewed in|is expression reviewed in,,,,,,,,,http://rdaregistry.info/Elements/e/P20274,is expression reviewed in,,,,,
5558,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,oratorio adaptation of expression|is oratorio adaptation of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20281,is oratorio adaptation of expression,,,,,
5559,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,adapted as oratorio expression|is adapted as oratorio expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20282,is adapted as oratorio expression,,,,,
5560,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,,,,,,,,,,http://rdaregistry.info/Elements/e/P20319,aggregates,,,,,
5561,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,aggregated by|is aggregated by,,,,,,,,,http://rdaregistry.info/Elements/e/P20320,is aggregated by,,,,,
5562,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,source expression|has source expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20574,has source expression,,,,,
5563,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,derivative expression|has derivative expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20575,has derivative expression,,,,,
5564,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,manifestation described in|is manifestation described in,,,,,,,,,http://rdaregistry.info/Elements/m/P30254,is manifestation described in,,,,,
5565,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,manifestation analysed in|is manifestation analysed in,,,,,,,,,http://rdaregistry.info/Elements/m/P30255,is manifestation analysed in,,,,,
5566,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,manifestation commentary in|is manifestation commentary in,,,,,,,,,http://rdaregistry.info/Elements/m/P30256,is manifestation commentary in,,,,,
5567,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,manifestation critiqued in|is manifestation critiqued in,,,,,,,,,http://rdaregistry.info/Elements/m/P30257,is manifestation critiqued in,,,,,
5568,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,manifestation evaluated in|is manifestation evaluated in,,,,,,,,,http://rdaregistry.info/Elements/m/P30258,is manifestation evaluated in,,,,,
5569,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,manifestation reviewed in|is manifestation reviewed in,,,,,,,,,http://rdaregistry.info/Elements/m/P30259,is manifestation reviewed in,,,,,
5570,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,subject item of|is subject item of,,,,,,,,,http://rdaregistry.info/Elements/i/P40061,is subject item of,,,,,
5571,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,item described in|is item described in,,,,,,,,,http://rdaregistry.info/Elements/i/P40062,is item described in,,,,,
5572,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,item analysed in|is item analysed in,,,,,,,,,http://rdaregistry.info/Elements/i/P40063,is item analysed in,,,,,
5573,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,item commentary in|is item commentary in,,,,,,,,,http://rdaregistry.info/Elements/i/P40064,is item commentary in,,,,,
5574,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,item critiqued in|is item critiqued in,,,,,,,,,http://rdaregistry.info/Elements/i/P40065,is item critiqued in,,,,,
5575,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,item evaluated in|is item evaluated in,,,,,,,,,http://rdaregistry.info/Elements/i/P40066,is item evaluated in,,,,,
5576,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,n,Number of part/section/meeting (R),,,,item reviewed in|is item reviewed in,,,,,,,,,http://rdaregistry.info/Elements/i/P40067,is item reviewed in,,,,,
5577,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted as radio program expression|is adapted as radio program expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20060,is adapted as radio program expression,,,,,
5578,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted as television program expression|is adapted as television program expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20066,is adapted as television program expression,,,,,
5579,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted as video expression|is adapted as video expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20067,is adapted as video expression,,,,,
5580,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,dramatized as expression|is dramatized as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20073,is dramatized as expression,,,,,
5581,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,part of expression|is part of expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20074,is part of expression,,,,,
5582,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted in verse as expression|is adapted in verse as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20077,is adapted in verse as expression,,,,,
5583,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,dubbed version of|is dubbed version of,,,,,,,,,http://rdaregistry.info/Elements/e/P20078,is dubbed version of,,,,,
5584,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,dubbed version|has dubbed version,,,,,,,,,http://rdaregistry.info/Elements/e/P20079,has dubbed version,,,,,
5585,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,cadenza expression|has cadenza expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20080,has cadenza expression,,,,,
5586,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,variations based on expression|is variations based on expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20081,is variations based on expression,,,,,
5587,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,modified by variation as expression|is modified by variation as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20082,is modified by variation as expression,,,,,
5588,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,cadenza composed for expression|is cadenza composed for expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20083,is cadenza composed for expression,,,,,
5589,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,libretto for expression|is libretto for expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20084,is libretto for expression,,,,,
5590,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,incidental music expression|has incidental music expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20085,has incidental music expression,,,,,
5591,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,remade as expression|is remade as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20086,is remade as expression,,,,,
5592,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,set to music as expression|is set to music as expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20087,is set to music as expression,,,,,
5593,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted as novel expression|is adapted as novel expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20088,is adapted as novel expression,,,,,
5594,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,appendix to expression|is appendix to expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20089,is appendix to expression,,,,,
5595,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,abstracted in expression|is abstracted in expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20090,is abstracted in expression,,,,,
5596,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,indexed in expression|is indexed in expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20091,is indexed in expression,,,,,
5597,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted as choreography expression|is adapted as choreography expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20092,is adapted as choreography expression,,,,,
5598,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,errata expression|has errata expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20093,has errata expression,,,,,
5599,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,illustrations expression|has illustrations expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20094,has illustrations expression,,,,,
5600,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted as motion picture screenplay expression|is adapted as motion picture screenplay expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20095,is adapted as motion picture screenplay expression,,,,,
5601,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,o,Arranged statement for music (NR),,,,adapted as screenplay expression|is adapted as screenplay expression,,,,,,,,,http://rdaregistry.info/Elements/e/P20096,is adapted as screenplay expression,,,,,
