,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,MARCTagCondition5,MARCTagCondition6,MARCTagCondition7,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
1823,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,source work|has source work,,,,,,,,,http://rdaregistry.info/Elements/w/P10190,has source work,,,,,
1824,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,augmentation of work|is augmentation of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10192,is augmentation of work,,,,,
1825,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,abstracts for work|is abstracts for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10193,is abstracts for work,,,,,
1826,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,indexing for work|is indexing for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10194,is indexing for work,,,,,
1827,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,imitation of work|is imitation of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10196,is imitation of work,,,,,
1828,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,parody of work|is parody of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10197,is parody of work,,,,,
1829,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,landscape architect agent|has landscape architect agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,,,,,
1830,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,finding aid for work|is finding aid for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10201,is finding aid for work,,,,,
1831,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,sculptor agent|has sculptor agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,,,,,
1832,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,screenwriter agent|has screenwriter agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,,,,,
1833,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,lyricist agent|has lyricist agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10204,has lyricist agent,,,,,
1834,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,librettist agent|has librettist agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10205,has librettist agent,,,,,
1835,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,place of origin of work|has place of origin of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10218,has place of origin of work,,,,,
1836,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,musical theatre adaptation of work|is musical theatre adaptation of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10233,is musical theatre adaptation of work,,,,,
1837,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,opera adaptation of work|is opera adaptation of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10234,is opera adaptation of work,,,,,
1838,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,adapted as musical theatre work|is adapted as musical theatre work,,,,,,,,,http://rdaregistry.info/Elements/w/P10235,is adapted as musical theatre work,,,,,
1839,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,adapted as opera work|is adapted as opera work,,,,,,,,,http://rdaregistry.info/Elements/w/P10236,is adapted as opera work,,,,,
1840,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,music work|has music work,,,,,,,,,http://rdaregistry.info/Elements/w/P10237,has music work,,,,,
1841,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,music for work|is music for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10238,is music for work,,,,,
1842,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,video music work|has video music work,,,,,,,,,http://rdaregistry.info/Elements/w/P10239,has video music work,,,,,
1843,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,music for video work|is music for video work,,,,,,,,,http://rdaregistry.info/Elements/w/P10240,is music for video work,,,,,
1844,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,television program music work|has television program music work,,,,,,,,,http://rdaregistry.info/Elements/w/P10241,has television program music work,,,,,
1845,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,music for television program work|is music for television program work,,,,,,,,,http://rdaregistry.info/Elements/w/P10242,is music for television program work,,,,,
1846,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,radio program music work|has radio program music work,,,,,,,,,http://rdaregistry.info/Elements/w/P10243,has radio program music work,,,,,
1847,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,music for radio program work|is music for radio program work,,,,,,,,,http://rdaregistry.info/Elements/w/P10244,is music for radio program work,,,,,
1848,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,music for motion picture work|is music for motion picture work,,,,,,,,,http://rdaregistry.info/Elements/w/P10245,is music for motion picture work,,,,,
1849,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,motion picture music work|has motion picture music work,,,,,,,,,http://rdaregistry.info/Elements/w/P10246,has motion picture music work,,,,,
1850,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,choreography work|has choreography work,,,,,,,,,http://rdaregistry.info/Elements/w/P10247,has choreography work,,,,,
1851,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,choreography for work|is choreography for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10248,is choreography for work,,,,,
1852,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,adapted as video game work|is adapted as video game work,,,,,,,,,http://rdaregistry.info/Elements/w/P10249,is adapted as video game work,,,,,
1853,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,video game adaptation of work|is video game adaptation of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10250,is video game adaptation of work,,,,,
1854,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,adapted as graphic novel work|is adapted as graphic novel work,,,,,,,,,http://rdaregistry.info/Elements/w/P10251,is adapted as graphic novel work,,,,,
1855,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,graphic novelization of work|is graphic novelization of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10252,is graphic novelization of work,,,,,
1856,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,calligrapher agent|has calligrapher agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10253,has calligrapher agent,,,,,
1857,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,book artist agent|has book artist agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10254,has book artist agent,,,,,
1858,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,rapporteur agent|has rapporteur agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10255,has rapporteur agent,,,,,
1859,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,subject work of|is subject work of,,,,,,,,,http://rdaregistry.info/Elements/w/P10264,is subject work of,,,,,
1860,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,defendant corporate body|has defendant corporate body,,,,,,,,,http://rdaregistry.info/Elements/w/P10285,has defendant corporate body,,,,,
1861,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,commissioning agent|has commissioning agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10287,has commissioning agent,,,,,
1862,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,oratorio adaptation of work|is oratorio adaptation of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10288,is oratorio adaptation of work,,,,,
1863,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,adapted as oratorio work|is adapted as oratorio work,,,,,,,,,http://rdaregistry.info/Elements/w/P10289,is adapted as oratorio work,,,,,
1864,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,inspired by|is inspired by,,,,,,,,,http://rdaregistry.info/Elements/w/P10290,is inspired by,,,,,
1865,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,inspiration for|is inspiration for,,,,,,,,,http://rdaregistry.info/Elements/w/P10291,is inspiration for,,,,,
1866,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,participant in treaty|has participant in treaty,,,,,,,,,http://rdaregistry.info/Elements/w/P10292,has participant in treaty,,,,,
1867,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,researcher agent|has researcher agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10293,has researcher agent,,,,,
1868,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,commemoration|has commemoration,,,,,,,,,http://rdaregistry.info/Elements/w/P10294,has commemoration,,,,,
1869,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,commemoration of|is commemoration of,,,,,,,,,http://rdaregistry.info/Elements/w/P10295,is commemoration of,,,,,
1870,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,organizer agent|has organizer agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10297,has organizer agent,,,,,
1871,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,editorial director agent|has editorial director agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10298,has editorial director agent,,,,,
1872,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,founder agent of work|has founder agent of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10299,has founder agent of work,,,,,
1873,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,audio producer agent|has audio producer agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10304,has audio producer agent,,,,,
1874,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,casting director agent|has casting director agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10305,has casting director agent,,,,,
1875,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,remix artist agent|has remix artist agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10306,has remix artist agent,,,,,
1876,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,related agent of work|has related agent of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10311,has related agent of work,,,,,
1877,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,related corporate body of work|has related corporate body of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10314,has related corporate body of work,,,,,
1878,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,related collective agent of work|has related collective agent of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10315,has related collective agent of work,,,,,
1879,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation|has transformation,,,,,,,,,http://rdaregistry.info/Elements/w/P10336,has transformation,,,,,
1880,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation of|is transformation of,,,,,,,,,http://rdaregistry.info/Elements/w/P10337,is transformation of,,,,,
1881,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by style|has transformation by style,,,,,,,,,http://rdaregistry.info/Elements/w/P10340,has transformation by style,,,,,
1882,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by style of|is transformation by style of,,,,,,,,,http://rdaregistry.info/Elements/w/P10341,is transformation by style of,,,,,
1883,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by genre|has transformation by genre,,,,,,,,,http://rdaregistry.info/Elements/w/P10342,has transformation by genre,,,,,
1884,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by genre of|is transformation by genre of,,,,,,,,,http://rdaregistry.info/Elements/w/P10343,is transformation by genre of,,,,,
1885,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by policy|has transformation by policy,,,,,,,,,http://rdaregistry.info/Elements/w/P10344,has transformation by policy,,,,,
1886,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by policy of|is transformation by policy of,,,,,,,,,http://rdaregistry.info/Elements/w/P10345,is transformation by policy of,,,,,
1887,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,lyrics for work|is lyrics for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10369,is lyrics for work,,,,,
1888,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,lyrics work|has lyrics work,,,,,,,,,http://rdaregistry.info/Elements/w/P10370,has lyrics work,,,,,
1889,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,text work|has text work,,,,,,,,,http://rdaregistry.info/Elements/w/P10371,has text work,,,,,
1890,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,text for work|is text for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10372,is text for work,,,,,
1891,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,spoken word work|has spoken word work,,,,,,,,,http://rdaregistry.info/Elements/w/P10373,has spoken word work,,,,,
1892,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,sounds work|has sounds work,,,,,,,,,http://rdaregistry.info/Elements/w/P10374,has sounds work,,,,,
1893,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,spoken word for work|is spoken word for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10375,is spoken word for work,,,,,
1894,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,sounds for work|is sounds for work,,,,,,,,,http://rdaregistry.info/Elements/w/P10376,is sounds for work,,,,,
1895,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by extension plan|has transformation by extension plan,,,,,,,,,http://rdaregistry.info/Elements/w/P10377,has transformation by extension plan,,,,,
1896,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by extension plan of|is transformation by extension plan of,,,,,,,,,http://rdaregistry.info/Elements/w/P10378,is transformation by extension plan of,,,,,
1897,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,sequential version|has sequential version,,,,,,,,,http://rdaregistry.info/Elements/w/P10379,has sequential version,,,,,
1898,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,sequential version of|is sequential version of,,,,,,,,,http://rdaregistry.info/Elements/w/P10380,is sequential version of,,,,,
1899,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,serialized version|has serialized version,,,,,,,,,http://rdaregistry.info/Elements/w/P10381,has serialized version,,,,,
1900,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,static version|has static version,,,,,,,,,http://rdaregistry.info/Elements/w/P10382,has static version,,,,,
1901,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by audience|has transformation by audience,,,,,,,,,http://rdaregistry.info/Elements/w/P10383,has transformation by audience,,,,,
1902,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,transformation by audience o|is transformation by audience o,,,,,,,,,http://rdaregistry.info/Elements/w/P10384,is transformation by audience o,,,,,
1903,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,language version|has language version,,,,,,,,,http://rdaregistry.info/Elements/w/P10385,has language version,,,,,
1904,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,regional version|has regional version,,,,,,,,,http://rdaregistry.info/Elements/w/P10386,has regional version,,,,,
1905,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,carrier version|has carrier version,,,,,,,,,http://rdaregistry.info/Elements/w/P10387,has carrier version,,,,,
1906,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,language version of|is language version of,,,,,,,,,http://rdaregistry.info/Elements/w/P10388,is language version of,,,,,
1907,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,regional version of|is regional version of,,,,,,,,,http://rdaregistry.info/Elements/w/P10389,is regional version of,,,,,
1908,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,carrier version of|is carrier version of,,,,,,,,,http://rdaregistry.info/Elements/w/P10390,is carrier version of,,,,,
1909,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,serialized version of|is serialized version of,,,,,,,,,http://rdaregistry.info/Elements/w/P10391,is serialized version of,,,,,
1910,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,static version of|is static version of,,,,,,,,,http://rdaregistry.info/Elements/w/P10392,is static version of,,,,,
1911,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,aggregator agent|has aggregator agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10393,has aggregator agent,,,,,
1912,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,criminal defendant corporate body|has criminal defendant corporate body,,,,,,,,,http://rdaregistry.info/Elements/w/P10394,has criminal defendant corporate body,,,,,
1913,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,civil defendant corporate body|has civil defendant corporate body,,,,,,,,,http://rdaregistry.info/Elements/w/P10395,has civil defendant corporate body,,,,,
1914,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,special issue|has special issue,,,,,,,,,http://rdaregistry.info/Elements/w/P10410,has special issue,,,,,
1915,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,special issue of|is special issue of,,,,,,,,,http://rdaregistry.info/Elements/w/P10411,is special issue of,,,,,
1916,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,dedicatee collective agent of work|has dedicatee collective agent of work,,,,,,,,,http://rdaregistry.info/Elements/w/P10459,has dedicatee collective agent of work,,,,,
1917,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,addressee collective agent|has addressee collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10460,has addressee collective agent,,,,,
1918,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,dedicator collective agent|has dedicator collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10461,has dedicator collective agent,,,,,
1919,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,director collective agent of photography|has director collective agent of photography,,,,,,,,,http://rdaregistry.info/Elements/w/P10462,has director collective agent of photography,,,,,
1920,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,researcher collective agent|has researcher collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10463,has researcher collective agent,,,,,
1921,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,editorial director collective agent|has editorial director collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10464,has editorial director collective agent,,,,,
1922,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,film director collective agent|has film director collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10465,has film director collective agent,,,,,
1923,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,radio director collective agent|has radio director collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10466,has radio director collective agent,,,,,
1924,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,television director collective agent|has television director collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10467,has television director collective agent,,,,,
1925,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,audio producer collective agent|has audio producer collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10468,has audio producer collective agent,,,,,
1926,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,film producer collective agent|has film producer collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10469,has film producer collective agent,,,,,
1927,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,radio producer collective agent|has radio producer collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10470,has radio producer collective agent,,,,,
1928,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,television producer collective agent|has television producer collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10471,has television producer collective agent,,,,,
1929,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,landscape architect collective agent|has landscape architect collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,,,,,
1930,,710.0,ADDED ENTRY--CORPORATE NAME (R),Type of corporate name entry element,*,,Type of added entry,*,,,,c,Location of meeting (R),,,,calligrapher collective agent|has calligrapher collective agent,,,,,,,,,http://rdaregistry.info/Elements/w/P10473,has calligrapher collective agent,,,,,
