,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,335,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10365,has extension plan,IRI, ,"[Work] rdaw:P10365 [value of $1]
PS 2024-7-11", ,
1,done,335,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,0,starts with 'http',not($1),,http://rdaregistry.info/Elements/w/P10365,has extension plan,IRI,,"[Work] rdaw:P10365 [value of $0]
PS 2024-7-11",,
2,not mapped,335,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,0,does not start with 'http',not($1),,http://rdaregistry.info/Elements/w/P10365,has extension plan,IRI,,do not map a $0 that does not begin with 'http',,
3,done,335,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,"a, b",Extension plan term (NR),,,2,not rdaep,"not($1, or $0 begnning with http)",,http://rdaregistry.info/Elements/w/P10365,has extension plan,IRI, ,"[Work] rdaw:P10365 skos:Concept(mintedIRI)
skos:Concept skos:prefLabel <$a or $b if no $a>
skos:Concept skos:notation <$b>^^datatypeIRI
skos:Concept skos:inScheme <$2>

only include $b as skos:notation when pattern is $a$b$a$b
mint a concept for each $a value present in the field, or in the case that it is all $b, for each $b value
PS 2024-7-11",, 
4,done,335,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,a,Extension plan term (NR),,,2,rdaep,"not($1, or $0 begnning with http)",,http://rdaregistry.info/Elements/w/P10365,has extension plan,IRI, ,"[Work] rdaw:P10365 [look up iri at https://www.rdaregistry.info/termList/RDAExtensionPlan/ ]
",, 
5,done,335,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,a,Extension plan term (NR),,,not($2), ,"not($1, or $0 begnning with http)",,http://rdaregistry.info/Elements/w/P10365,has extension plan,unstructured description, ,[Work] rdawd:P10365 [value of $a],, 
6,done,335,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,b,Extension plan code (NR),,,not($2),,"not($1, or $0 begnning with http)",,http://rdaregistry.info/Elements/w/P10365,has extension plan,unstructured description, ,[Work] rdawd:P10365 [value of $b],, 
7,done,335,EXTENSION PLAN (R),Undefined,*, ,Undefined,*, ,,,3,Materials specified (NR),,,,,,,http://rdaregistry.info/Elements/w/P10330 ,has note on work,unstructured description,,[Work] rdawd:P10330 “extension plan” + value of $1|$0|concept|$b|$a + “applies to the work's” + [value of $3],,
8,not mapped,335,EXTENSION PLAN (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
9,not mapped,335,EXTENSION PLAN (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
10,delete,336,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,Value is an identifier but not an IRI,,,,http://rdaregistry.info/Elements/w/P10365,has extension plan,IDENTIFIER,, , ,
11,delete,336,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,Value is an IRI,,$2 contains 'rda',,http://rdaregistry.info/Elements/w/P10365,has extension plan,IRI,,RDA extension plan,,
12,delete,336,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,Value is an IRI,,$2 is either not present or does not contain 'rda',,http://rdaregistry.info/Elements/w/P10365,has extension plan,IDENTIFIER,,"Temporary solution: output XML comment: ""MARC data source and field 335 contains a $0 IRI value representing authority data; a solution for outputting these in RDA is not yet devised.""",,
13,delete,336,EXTENSION PLAN (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10365,has extension plan,IRI, , , ,
14,delete,335,EXTENSION PLAN (R),Undefined,*, ,Undefined,*, ,,,2,Source (NR),,,,,,,,,,,,,look up iri and use as rdf:datatype
