,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Unnamed: 29,Unnamed: 30
566,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,a,Transposition,,,,,,,http://rdaregistry.info/Elements/e/P20572,has designation of version,structured,,https://doi.org/10.6069/uwlswd.axz0-z371#a,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
567,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,a,Transposition,,,,,,,http://rdaregistry.info/Elements/e/P20331,has category of expression,URI,,https://doi.org/10.6069/uwlswd.axz0-z371#a,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
568,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,b,Arrangement,,,,,,,http://rdaregistry.info/Elements/e/P20572,has designation of version,structured,,,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
569,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,b,Arrangement,,,,,,,http://rdaregistry.info/Elements/e/P20331,has category of expression,URI,,https://doi.org/10.6069/uwlswd.axz0-z371#b,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
570,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,c,Both transposed and arranged,,,,,,,http://rdaregistry.info/Elements/e/P20572,has designation of version,structured,,,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
571,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,c,Both transposed and arranged,,,,,,,http://rdaregistry.info/Elements/e/P20331,has category of expression,URI,,https://doi.org/10.6069/uwlswd.axz0-z371#c,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
572,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,n,Not applicable,,,,,,,http://rdaregistry.info/Elements/e/P20572,has designation of version,,,,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
573,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,33,Transposition and arrangement,,,u,Unknown,,,,,,,http://rdaregistry.info/Elements/e/P20572,has designation of version,,,,,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 008 /33 [identifier] (music)"" .",,
574,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,34,Undefined,,,,,,,,,,,,,,,,,,,
575,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,18-20,Running time for motion pictures and videorecordings,,,---,Running time unknown,,,,,,,http://rdaregistry.info/Elements/e/P20219,has duration,identifier,,,,"See also 006/01-03, 300$a, 500$a",,
576,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,18-20,Running time for motion pictures and videorecordings,,,|||,No attempt to code,,,,,,,,,,,,,,,
577,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,18-20,Running time for motion pictures and videorecordings,,,000,Running time exceeds three characters,,,,,,,http://rdaregistry.info/Elements/e/P20219,has duration,identifier,,,,"See also 006/01-03, 300$a, 500$a",,
578,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,18-20,Running time for motion pictures and videorecordings,,,000,Running time exceeds three characters,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Duration: exceeds 16 hours, 39 minutes.""",,,,
579,delete,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,18-20,Running time for motion pictures and videorecordings,,,001-999,Running time,,,,,,,http://rdaregistry.info/Elements/e/P20219,has duration,structured,"Element under review by Extent Working Group. Guidance will change, and we don't know whether this is an aggregate or not...making selection of a subject for a triple difficult. Group meeting, 2023-09-20",,,"See also 006/01-03, 300$a, 500$a",,
580,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,18-20,Running time for motion pictures and videorecordings,,,001-999,Running time,,,,,,,http://rdaregistry.info/Elements/e/P20219,has note on manifestation,unstructured,,"""Duration: [number] minutes.""",,"See also 006/01-03, 300$a, 500$a",,
581,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,18-20,Running time for motion pictures and videorecordings,,,nnn,Not applicable,,,,,,,,,,,,,,,
582,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,21,In LC collection [OBSOLETE],,,#,Not in LC,,,,,,,,,,,,,,,
583,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,21,In LC collection [OBSOLETE],,,a,"In LC, print note",,,,,,,,,,,,,,,
584,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,21,In LC collection [OBSOLETE],,,b,"In LC, do not print note",,,,,,,,,,,,,,,
585,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,21,In LC collection [OBSOLETE],,,u,Unknown,,,,,,,,,,,,,,,
586,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,21,Undefined,,,,,,,,,,,,,,,,,,,
587,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,#,Unknown or not specified,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,,,
588,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,#,Unknown or not specified,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,,,
589,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,,,
590,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,,,
591,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,a,Preschool,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/pre,,SEE ALSO (006/05),,
592,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,a,Preschool,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
593,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,b,Primary,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/pri,,SEE ALSO (006/05),,
594,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,b,Primary,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
595,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,c,Pre-adolescent,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/pad,,SEE ALSO (006/05),,
596,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,c,Pre-adolescent,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
597,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,d,Adolescent,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/ado,,SEE ALSO (006/05),,
598,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,d,Adolescent,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
599,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,e,Adult,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/adu,,SEE ALSO (006/05),,
600,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,e,Adult,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
601,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,f,Specialized,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/spe,,SEE ALSO (006/05),,
602,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,f,Specialized,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
603,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,g,General,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/gen,,SEE ALSO (006/05),,
604,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,g,General,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
605,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,j,Juvenile,,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,http://id.loc.gov/vocabulary/maudience/juv,,SEE ALSO (006/05),,
606,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,22,Target audience,,,j,Juvenile,,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,structured/identifier,,,,SEE ALSO (006/05),,
607,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,#,No accompanying matter,,,,,,,,,,,,,,,
608,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,|,No attempt to code,,,,,,,,,,,,,,,
609,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,0,No [OBSOLETE],,,,,,,,,,,,,,,
610,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,1,Yes [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
611,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,l,Stills,,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
612,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,m,Script material,,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
613,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,o,Posters,,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
614,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,p,Pressbooks,,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
615,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,q,Lobby cards,,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
616,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,r,Instructional materials,,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
617,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,s,Music,,,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,URI,,,,,,
618,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Accompanying matter [OBSOLETE],,,z,Other,,,,,,,,,,,,,,,
619,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,23-27,Undefined,,,,,,,,,,,,,,,,,,,
620,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,#,Not a government publication,,,,,,,,,,,,,,,
621,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,|,No attempt to code,,,,,,,,,,,,,,,
622,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,a,Autonomous or semi-autonomous component,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.2eg3-1x53#a,,see also 006/11,,
623,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,c,Multilocal,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,etc from OMR vocab,,see also 006/11,,
624,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,f,Federal/national,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,see also 006/11,,
625,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,i,International intergovernmental,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,see also 006/11,,
626,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,l,Local,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,see also 006/11,,
627,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,m,Multistate,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,see also 006/11,,
628,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,n,Government publication--level undetermined [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,see also 006/11,,
629,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,o,Government publication--level undetermined,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,see also 006/11,,
630,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,s,"State, provincial, territorial, dependent, etc.",,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,see also 006/11,,
631,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,u,Unknown if item is government publication,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov%23u,,,,
632,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,28,Government publication,,,z,Other,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov%23z,,,,
633,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,a,Microfilm,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,Only narrower terms available in RDA and LOC vocabularies for carriers,https://doi.org/10.6069/uwlswd.dh5m-5y16#a,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
634,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,b,Microfiche,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1022,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
635,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,c,Microopaque,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1028,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
636,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30199,font size,IRI,,http://rdaregistry.info/termList/fontSize/1002,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
637,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/e/P20061,form of tactile notation,IRI,,http://rdaregistry.info/termList/TacNotation/1001,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
638,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,o,Online,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1018,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
639,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,q,Direct electronic,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,https://doi.org/10.6069/uwlswd.dh5m-5y16#q,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
640,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,r,Regular print reproduction,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commonfor%23r,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
641,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,29,Form of item,,,s,Electronic,,,,,,,http://rdaregistry.info/Elements/m/P30002,has media type,IRI,,http://rdaregistry.info/termList/RDAMediaType/1003,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /29 [identifier] (maps, visual materials)"" .",,
642,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,33,Type of visual material,,,a,Art original,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.qgc0-9r48#a,,See also (006/16),,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,VISUAL MATERIALS,33,Type of visual material,,,b,Kit,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.qgc0-9r48#b,,See also (006/16),,
