,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*, ,Type of title,#,No type specified,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,"{a}: {b}, {f}, {n}, {p}. if present",,
1,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*, ,Type of title,#,No type specified,,,"i, a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,"{i}: {a}: {b}, {f}, {n}, {p}. if present",,
2,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*, ,Type of title,0,Portion of title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30142,has other title information,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
3,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,1,Parallel title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30203,has parallel title proper,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
4,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,2,Distinctive title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30142,has other title information,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
5,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,3,Other title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30142,has other title information,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
6,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,4,Cover title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
7,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,5,Added title page title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30203,has parallel title proper,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",, 
8,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,6,Caption title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
9,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,7,Running title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
10,reviewed,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,Type of title,8,Spine title,,,"a, b, f, n, p",,,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
11,first pass,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,*, , ,,,g,Miscellaneous information,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"2nd indicator label: {a}: {b}, {f}, {n}, {p}. if present",,
12,first pass,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,*,,,,,h,Medium,,,,,,,http://rdaregistry.info/Elements/m/P30002,has media type,structured,,,,
13,?,246,VARYING FORM OF TITLE (R),Note/added entry controller,*,,*, , ,,,5,Institution to which field applies (NR),,,,,,,http://rdaregistry.info/Elements/i/P40021,has owner agent,structured,$5DLC Institution to which 246$a applies,246$a = http://rdaregistry.info/Elements/i/P40082 = title of ITEM,,See also TAG 500 with$5 = http://rdaregistry.info/Elements/i/P40028 - has note on item
14,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,1,Parallel title,,,a,Title proper/short title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30156,has title proper,unstructured,,,,if  TAG 245 has punctuation '=' 
15,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,#,No type specified,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
16,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,0,Portion of title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
17,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,1,Parallel title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30142,has other title information,unstructured,,,,
18,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,2,Distinctive title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
19,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,3,Other title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
20,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,4,Cover title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
21,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,5,Added title page title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
22,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,6,Caption title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
23,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,7,Running title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
24,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,0,"Note, no added entry",Type of title,8,Spine title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
25,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,1,"Note, added entry",Type of title,#,No type specified,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
26,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,1,"Note, added entry",Type of title,0,Portion of title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
27,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,1,"Note, added entry",Type of title,1,Parallel title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30142,has other title information,unstructured,,,,
28,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,1,"Note, added entry",Type of title,2,Distinctive title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
29,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,1,"Note, added entry",Type of title,3,Other title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
30,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,1,"Note, added entry",Type of title,4,Cover title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
31,delete,246,VARYING FORM OF TITLE (R),Note/added entry controller,1,"Note, added entry",Type of title,5,Added title page title,,,b,Remainder of title (NR),,,,,,,http://rdaregistry.info/Elements/m/P30128,has variant title of manifestation,unstructured,,$b should be together with $a : $a+$b,,$b is not mapped separately
