,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,,658,INDEX TERM--CURRICULUM OBJECTIVE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,d,Correlation factor (NR),,,,,,,,,,,,,
1,,658,INDEX TERM--CURRICULUM OBJECTIVE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,c,Curriculum code (NR),,,,,,,,,,,,,
2,,658,INDEX TERM--CURRICULUM OBJECTIVE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,b,Subordinate curriculum objective (R),,,,,,,,,,,,,
3,,658,INDEX TERM--CURRICULUM OBJECTIVE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,a,Main curriculum objective (NR),,,,,,,,,,,,,
4,,658,INDEX TERM--CURRICULUM OBJECTIVE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,2,Source of term or code (NR),,,,,,,,,,,,,
5,,658,INDEX TERM--CURRICULUM OBJECTIVE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
6,,658,INDEX TERM--CURRICULUM OBJECTIVE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
