,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),,,,,,,,,$1,,,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,"<work> rdaw:P10256 <$1>
",,
1,done,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$0,,,,is a uri and no $1,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,"<work> rdaw:P10256 <$0>
",,coded - CP 2024-08-12
2,done,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$0,,,,is a identifier and no $1,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,"<work> rdaw:P10256 <convert $0 into an IRI >
",,coded for FAST - CP 2024-08-12
3,not mapped,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$1,,,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,<work> rdaw:P10256 <$1>,,coded - CP 2024-08-12
4,done,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,"$a, $b, $v, $y, $z, $2",,,,no $1|$0,,$2,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,"<work> rdaw:P10256 <tConcept(field)> . // has subject; complete heading
<tConcept(field)> skos:prefLabel ""stripEndStop(concatenateOA($a, $b, $v, $y, $z))""
<tConcept(field)> skos:inScheme <tScheme($2)> . // has scheme of nomen",,coded - CP 2024-08-12
5,done,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*, ,,,"$a, $b, $v, $y, $z",,,,no $1|$0,,no $2,,https://www.rdaregistry.info/Elements/w/datatype/#P10256,has subject,unstructured description,,"<work> rdaw:P10256 ""stripEndStop(concatenateOA($a, $b, $v, $y, $z))""",,coded - CP 2024-08-29
6,delete,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,"$x, $y, $z",,,, ,,$2,,http://rdaregistry.info/Elements/w/P10256,"has subject
",IRI,,"<work> rdaw:P10256 <tConcept(field)> . // has subject
<tConcept(field)> skos:prefLabel “stripEndStop($x, $y, $z)” . 
<tConcept(field)> skos:inScheme <tScheme($2)> ",,coded - CP 2024-08-29
7,delete,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,"$x, $y, $z",,,, ,,no $2,,https://www.rdaregistry.info/Elements/w/datatype/#P10256,"has subject
",unstructured description,,"<work> rdawd:P10256 “stripEndStop($x, $y, $z)” . ",,coded - CP 2024-08-29
8,delete,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$y,,,, ,,$2,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <timespanS> . // has subject timespan
<timespanS> rdato:P70047 <nomenT> . // has authorized access point for timespan;
<nomenT>  rdand:P80068 “$y” . // has nomen string
<nomenT> rdano:P80069 <tScheme($2)> . // has scheme of nomen",,coded - CP 2024-08-29
9,delete,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$y,,,, ,,no $2,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <timespanS> . // has subject timespan
<timespanS> rdatd:P70015 ""y"". // has access point for timespan",,coded - CP 2024-08-29
10,delete,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$z,,,, ,,$2,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10321 <placeS> . // has subject place
<placeS> rdapo:P70045 <nomenP> . // has authorized access point for place ; 
<nomenP>  rdand:P80068 ""$z"" . // has nomen string
<nomenP> rdano:P80069 <tScheme($2)> . // has scheme of nomen",,coded - CP 2024-08-29
11,delete,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$z,,,, ,,no $2,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10321 <placeS> . // has subject place
<placeS> rdapd:P70018 ""$z""  . // has access point for place",,coded - CP 2024-08-29
12,done,654,SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R),Level of subject,*,,Undefined,*,,,,$v,,,, ,,$2,,https://www.rdaregistry.info/Elements/w/#P10004,has category of work,IRI,,"<work> rdaw:P10004 <tConcept(field)> . // has category of work
<tConcept(field)> skos:prefLabel “$v” .
<tConcept(field)> skos:inScheme <tScheme($2)>
",,coded - CP 2024-08-29
