,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
10,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,11,Antecedent/source,,,m,Mixed,007 00,c,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,See  also TAG 500$a ?
11,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,12,Level of compression,,,a,Uncompressed,007 00,c,,,http://rdaregistry.info/Elements/m/P30124,has digital file characteristic,structured,,,,
12,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,12,Level of compression,,,b,Lossless,007 00,c,,,http://rdaregistry.info/Elements/m/P30124,has digital file characteristic,structured,,,,
13,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,12,Level of compression,,,d,Lossy,007 00,c,,,http://rdaregistry.info/Elements/m/P30124,has digital file characteristic,structured,,,,
14,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,12,Level of compression,,,m,Mixed,007 00,c,,,http://rdaregistry.info/Elements/m/P30124,has digital file characteristic,structured,,,,
15,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,13,Reformatting quality,,,a,Access,007 00,c,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured,,,,See  also TAG 500$a ?
16,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,13,Reformatting quality,,,p,Preservation,007 00,c,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured,,,,See  also TAG 500$a ?
17,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,13,Reformatting quality,,,r,Replacement,007 00,c,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured,,,,See  also TAG 500$a ?
18,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,00,Category of material,,,c,Electronic resource,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
19,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,00,Category of material,,,c,Electronic resource,,,,,http://rdaregistry.info/Elements/m/P30002,has media type,structured/IRI,TAG 337 media type code is also c,value = http://rdaregistry.info/termList/RDAMediaType/1003,,"See also TAG 337 ; See also 008/26 (006/09) and TAG 516 or MAP to rdaw:P1000 ""has category of work"""
20,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,a,Tape cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 present, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1015 ",,See also TAG 338
21,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,a,Tape cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured, ,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
22,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,b,Chip cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1012",,See also TAG 338
23,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,b,Chip cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
24,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,c,Computer optical disc cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1014",,See also TAG 338
25,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,c,Computer optical disc cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
26,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,d,"Computer disc, type unspecified",007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1013",,See also TAG 338
27,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,d,"Computer disc, type unspecified",007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
28,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,e,"Computer disc cartridge, type unspecified",007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1014",,See also TAG 338
29,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,e,"Computer disc cartridge, type unspecified",007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
30,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,f,Tape cassette,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1012",,See also TAG 338
31,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,f,Tape cassette,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
32,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,h,Tape reel,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1017",,See also TAG 338
33,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,h,Tape reel,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
34,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,j,Magnetic disk,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1013","RDA carrier type does not have magnetic disk, however, it has ""computer disc"" with definition containing both magnetically or optically recorded of digitally encoded data.",See also TAG 338
35,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,j,Magnetic disk,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
36,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,k,Computer card,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,"Ignore if 338 presents, otherwise, vaule = https://www.rdaregistry.info/termList/RDACarrierType/#1011",,See also TAG 338
37,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,k,Computer card,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
38,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,m,Magneto-optical disc,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,,"RDA carrier type does not have magneto-optical disc, however, it has ""computer disc"" with definition containing both magnetically or optically recorded of digitally encoded data.",See also TAG 338
39,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,m,Magneto-optical disc,007 00,c,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"From RDA to MARC mapping: rdam:P30335 rdakit:hasM21 ""MARC 21 Bibliographic 007 /00-01 [identifier]"" ."
40,reviewed,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,o,Optical disc,007 00,c,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,structured/IRI,compare value with RDA carrier type,,"RDA carrier type does not have optical disc, however, it has ""computer disc"" with definition containing both magnetically or optically recorded of digitally encoded data.",See also TAG 338
41,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,a,Tape cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
42,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,b,Chip cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
43,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,c,Computer optical disc cartridge,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
44,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,d,"Computer disc, type unspecified",007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
45,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,e,"Computer disc cartridge, type unspecified",007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
46,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,f,Tape cassette,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
47,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,h,Tape reel,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
48,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,j,Magnetic disk,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
49,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,k,Computer card,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
50,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,m,Magneto-optical disc,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
51,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,o,Optical disc,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
52,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,r,Remote,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
53,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,ELECTRONIC RESOURCE,01,Specific material designation,,,s,Standalone device,007 00,c,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
54,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,01,Specific material designation,,,a,Celestial globe,007 00,d,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
55,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,01,Specific material designation,,,b,Planetary or lunar globe,007 00,d,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
56,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,01,Specific material designation,,,c,Terrestrial globe,007 00,d,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
57,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,01,Specific material designation,,,e,Earth moon globe,007 00,d,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
58,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,a,Paper,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
59,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,b,Wood,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
60,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,c,Stone,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
61,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,d,Metal,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
62,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,e,Synthetic,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
63,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,f,Skin,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
64,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,g,Textile,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
65,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,i,Plastic,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
66,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,l,Vinyl,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
67,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,n,Vellum,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
68,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,p,Plaster,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
69,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,v,Leather,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
70,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,GLOBE,04,Physical medium,,,w,Parchment,007 00,d,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
71,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,d,Atlas,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
72,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,g,Diagram,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
73,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,j,Map,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
74,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,k,Profile,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
75,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,q,Model,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
76,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,r,Remote-sensing image,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
77,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,s,Section,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
78,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,01,Specific material designation,,,y,View,007 00,a,,,http://rdaregistry.info/Elements/m/P30206,has recording medium,,,,,
79,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,a,Paper,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
80,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,b,Wood,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
81,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,c,Stone,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
82,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,d,Metal,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
83,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,e,Synthetic,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
84,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,f,Skin,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
85,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,g,Textile,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
86,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,i,Plastic,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
87,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,j,Glass,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
88,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,l,Vinyl,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
89,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,n,Vellum,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
90,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,p,Plaster,007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
91,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,q,"Flexible base photographic, positive",007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
92,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,r,"Flexible base photographic, negative",007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
93,delete,7,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,MAP,04,Physical medium,,,s,"Non-flexible base photographic, positive",007 00,a,,,http://rdaregistry.info/Elements/m/P30208,has base material,,,,,
