Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,m,Material-specific details (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,m,Material-specific details (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,n,Note (R),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,n,Note (R),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,o,Other item identifier (R),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,o,Other item identifier (R),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,o,Other item identifier (R),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,r,Report number (R),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,r,Report number (R),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,r,Report number (R),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,s,Uniform title (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,s,Uniform title (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,t,Title (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,t,Title (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,u,Standard Technical Report Number (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,u,Standard Technical Report Number (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,u,Standard Technical Report Number (NR),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,x,International Standard Serial Number (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,x,International Standard Serial Number (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,x,International Standard Serial Number (NR),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
delete,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,y,CODEN designation (NR),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,y,CODEN designation (NR),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,y,CODEN designation (NR),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,,,,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,w,Record control number (R),,,,free translation of expression|is free translation of expression,,,http://rdaregistry.info/Elements/e/P20140,is free translation of expression,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,w,Record control number (R),,,,translation of|is translation of,,,http://rdaregistry.info/Elements/e/P20141,is translation of,,,,,
,765,ORIGINAL LANGUAGE ENTRY (R),Note controller,*,,Display constant controller,*,,,,w,Record control number (R),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
