Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,a,Main entry heading (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,c,Qualifying information (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,g,Related parts (R),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,m,Material-specific details (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,n,Note (R),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,o,Other item identifier (R),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,r,Report number (R),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,s,Uniform title (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,t,Title (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,u,Standa rd Technical Report Number (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,x,International Standard Serial Number (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,y,CODEN designation (NR),,,,sequel expression|has sequel expression,,,http://rdaregistry.info/Elements/e/P20335,has sequel expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continued by,,,a,Main entry heading (NR),,,,continued by work|is continued by work,,,http://rdaregistry.info/Elements/w/P10191,is continued by work,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continued by,,,a,Main entry heading (NR),,,,continued by expression|is continued by expression,,,http://rdaregistry.info/Elements/e/P20191,is continued by expression,,,,,
,785,SUCCEEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continued by,,,c,Qualifying information (NR),,,,continued by work|is continued by work,,,http://rdaregistry.info/Elements/w/P10191,is continued by work,,,,,
