Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30040,is digital transfer of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30043,is reproduction of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30045,is preservation facsimile of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30047,is facsimile of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30093,is reprint of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30136,is electronic reproduction of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30301,is preservation facsimile of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30302,is reprint of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,a,Main entry of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30303,is reproduction of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30040,is digital transfer of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30043,is reproduction of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30045,is preservation facsimile of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30047,is facsimile of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30093,is reprint of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30136,is electronic reproduction of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30301,is preservation facsimile of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30302,is reprint of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,b,Edition statement of original (NR),,,,,,,http://rdaregistry.info/Elements/m/P30303,is reproduction of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30040,is digital transfer of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30043,is reproduction of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30045,is preservation facsimile of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30047,is facsimile of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30093,is reprint of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30136,is electronic reproduction of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30301,is preservation facsimile of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30302,is reprint of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,c,"""Publication, distribution, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30303,is reproduction of item of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,e,"""Physical description, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30040,is digital transfer of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,e,"""Physical description, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30043,is reproduction of manifestation of,,,,,
,534,ORIGINAL VERSION NOTE (R),Undefined,*,,Undefined,*,,,,e,"""Physical description, etc. of original (NR)""",,,,,,,http://rdaregistry.info/Elements/m/P30045,is preservation facsimile of manifestation of,,,,,
