Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,b,No dates given; B.C. date involved,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,c,Continuing resource currently published,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,d,Continuing resource ceased publication,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,e,Detailed date,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,i,Inclusive dates of collection,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,k,Range of years of bulk of collection,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,m,Multiple dates,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,p,Date of distribution/release/issue and production/recording session when different,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,q,Questionable date,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,r,Reprint/reissue date and original date,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,06,Type of date/Publication status,,,s,Single known date/probable date,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,07,Type of date/Publication status,,,t,Publication date and copyright date,,,,,http://rdaregistry.info/Elements/t/P70059,has category of timespan,,,,,"See also 008/07-10, 008/11-14, 260$c and 264$c"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,a,Discography,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 353$a, 500$a, 504$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,b,Bibliography,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 353$a, 500$a, 504$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,c,Thematic index,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 300$e, 353$a, 500$a, 504$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,d,Libretto or text,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 500$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,e,Biography of composer or author,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 300$e, 353$a, 500$a, 504$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,f,Biography of performer or history of ensemble,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 500$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,g,Technical and/or historical information on instruments,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 500$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,h,Technical information on music,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 500$a"
?,008,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,,Accompanying matter,,,i,Historical information,,,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,,,,,"See also 006/07-12, 500$a"
