Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40006,has depositor agent,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40007,has donor agent,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40008,has seller agent,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40019,has former owner agent,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40050,has immediate source of acquisition of item,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40102,has former owner person,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40107,has depositor person,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40108,has donor person,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40109,has seller person,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40118,has former owner collective agent,,,,,
,541,IMMEDIATE SOURCE OF ACQUISITION NOTE (R),Privacy,*,,Undefined,*,,,,a,Source of acquisition (NR),,,,,,,http://rdaregistry.info/Elements/i/P40123,has depositor collective agent,,,,,
