Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,a,Custodian (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,b,Address (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,c,Country (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,d,Title (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,e,Provenance (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,#,No information provided,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,a,Custodian (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,b,Address (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,c,Country (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,d,Title (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,e,Provenance (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,0,Associated materials,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,a,Custodian (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,b,Address (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,c,Country (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,d,Title (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,e,Provenance (R),,,,,,,,,,,,,
,544,LOCATION OF OTHER ARCHIVAL MATERIALS NOTE (R),Relationship,1,Related materials,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
