Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,*,,Undefined,*,,,,a,Source of description note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30050,"""has note on issue, part, or iteration used as basis for identification of manifestation""",,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,#,No information provided,Undefined,#,Undefined,,,5,Institution to which field applies (NR),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,#,No information provided,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,#,No information provided,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,0,Source of description,Undefined,#,Undefined,,,5,Institution to which field applies (NR),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,0,Source of description,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,0,Source of description,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,1,Latest issue consulted,Undefined,#,Undefined,,,5,Institution to which field applies (NR),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,1,Latest issue consulted,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,588,SOURCE OF DESCRIPTION NOTE (R),Display constant controller,1,Latest issue consulted,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
