Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,a,Map,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also field 006/00 - Form of material (e) and 008/25 (Type of cartographic material)
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,c,Computer file,,,,,http://rdaregistry.info/Elements/m/P30002,has?media?type,structured,TAG 337 media type code is also c,,,"See also TAG 337 ; See also 008/26 (006/09) and TAG 516 or MAP to rdaw:P1000 ""has category of work"""
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,d,Globe,,,,,http://rdaregistry.info/Elements/m/P30001,has?carrier?type,structured,compare RDA Carrier Extent Unit,,,See also TAG 338
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,f,Tactile material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,g,Projected graphic,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,h,Microform,,,,,http://rdaregistry.info/Elements/m/P30002,has?media?type,structured,TAG 337 media type code is also h,,,See also TAG 337
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,k,Nonprojected graphic,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,m,Motion picture,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,See also TAG 337 and 336
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,o,Kit,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,"See also TAG 006/00, 008/33"
?,007,PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R),,,,,,,00,Category of material,,,q,Notated music,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,,,
