Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,equivalent manifestation|has equivalent manifestation,,,http://rdaregistry.info/Elements/m/P30024,has equivalent manifestation,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,mirror site|has mirror site,,,http://rdaregistry.info/Elements/m/P30028,has mirror site,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,reprinted as manifestation|is reprinted as manifestation,,,http://rdaregistry.info/Elements/m/P30038,is reprinted as manifestation,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,reproduced as manifestation|is reproduced as manifestation,,,http://rdaregistry.info/Elements/m/P30039,is reproduced as manifestation,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,reproduction of manifestation of|is reproduction of manifestation of,,,http://rdaregistry.info/Elements/m/P30043,is reproduction of manifestation of,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,reproduction of item of|is reproduction of item of,,,http://rdaregistry.info/Elements/m/P30303,is reproduction of item of,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,reproduced as item|is reproduced as item,,,http://rdaregistry.info/Elements/i/P40092,is reproduced as item,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,equivalent manifestation|has equivalent manifestation,,,http://rdaregistry.info/Elements/m/P30024,has equivalent manifestation,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,mirror site|has mirror site,,,http://rdaregistry.info/Elements/m/P30028,has mirror site,,,,,
,775,OTHER EDITION ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,reprinted as manifestation|is reprinted as manifestation,,,http://rdaregistry.info/Elements/m/P30038,is reprinted as manifestation,,,,,
