Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,a,Number of cases/variables (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,b,Name of variable (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,c,Unit of analysis (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,d,Universe of data (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,#,File size,Undefined,#,Undefined,,,e,Filing scheme or code (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,a,Number of cases/variables (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,b,Name of variable (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,c,Unit of analysis (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,d,Universe of data (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,0,Case file characteristics,Undefined,#,Undefined,,,e,Filing scheme or code (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,a,Number of cases/variables (NR),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,b,Name of variable (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,c,Unit of analysis (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,d,Universe of data (R),,,,,,,,,,,,,
,565,CASE FILE CHARACTERISTICS NOTE (R),Display constant controller,8,No display constant generated,Undefined,#,Undefined,,,e,Filing scheme or code (R),,,,,,,,,,,,,
