Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,o,Other item identifier (R),,,,related work of work|has related work of work,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,o,Other item identifier (R),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,r,Report number (R),,,,related work of work|has related work of work,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,r,Report number (R),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,u,Standard Technical Report Number (NR),,,,related work of work|has related work of work,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,u,Standard Technical Report Number (NR),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,x,International Standard Serial Number (NR),,,,related work of work|has related work of work,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,x,International Standard Serial Number (NR),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,y,CODEN designation (NR),,,,related work of work|has related work of work,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,y,CODEN designation (NR),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,,,,,,related work of work|has related work of work,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,,,,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,w,Record control number (R),,,,related work of work|has related work of work,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,786,DATA SOURCE ENTRY (R),Note controller,*,,Display constant controller,*,,,,w,Record control number (R),,,,related expression of expression|has related expression of expression,,,http://rdaregistry.info/Elements/e/P20205,has related expression of expression,,,,,
