Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,part of work|is part of work,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,issue of|is issue of,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,part of expression|is part of expression,,,http://rdaregistry.info/Elements/e/P20074,is part of expression,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,aggregated by|is aggregated by,,,http://rdaregistry.info/Elements/e/P20320,is aggregated by,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,facsimile part of|is facsimile part of,,,http://rdaregistry.info/Elements/m/P30019,is facsimile part of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,part of manifestation|is part of manifestation,,,http://rdaregistry.info/Elements/m/P30020,is part of manifestation,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,inserted in|is inserted in,,,http://rdaregistry.info/Elements/m/P30025,is inserted in,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,contained in item|is contained in item,,,http://rdaregistry.info/Elements/i/P40009,is contained in item,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,facsimile part of|is facsimile part of,,,http://rdaregistry.info/Elements/m/P30019,is facsimile part of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,part of manifestation|is part of manifestation,,,http://rdaregistry.info/Elements/m/P30020,is part of manifestation,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,inserted in|is inserted in,,,http://rdaregistry.info/Elements/m/P30025,is inserted in,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,contained in item|is contained in item,,,http://rdaregistry.info/Elements/i/P40009,is contained in item,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,,,,,facsimile part of|is facsimile part of,,,http://rdaregistry.info/Elements/m/P30019,is facsimile part of,,,,Attention: MARCField/MARCSubfield combination does not exist,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,,,,,part of manifestation|is part of manifestation,,,http://rdaregistry.info/Elements/m/P30020,is part of manifestation,,,,Attention: MARCField/MARCSubfield combination does not exist,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,,,,,inserted in|is inserted in,,,http://rdaregistry.info/Elements/m/P30025,is inserted in,,,,Attention: MARCField/MARCSubfield combination does not exist,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,,,,,contained in item|is contained in item,,,http://rdaregistry.info/Elements/i/P40009,is contained in item,,,,Attention: MARCField/MARCSubfield combination does not exist,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,facsimile part of|is facsimile part of,,,http://rdaregistry.info/Elements/m/P30019,is facsimile part of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,part of manifestation|is part of manifestation,,,http://rdaregistry.info/Elements/m/P30020,is part of manifestation,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,inserted in|is inserted in,,,http://rdaregistry.info/Elements/m/P30025,is inserted in,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,contained in item|is contained in item,,,http://rdaregistry.info/Elements/i/P40009,is contained in item,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,part of work|is part of work,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,issue of|is issue of,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,part of expression|is part of expression,,,http://rdaregistry.info/Elements/e/P20074,is part of expression,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,aggregated by|is aggregated by,,,http://rdaregistry.info/Elements/e/P20320,is aggregated by,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,facsimile part of|is facsimile part of,,,http://rdaregistry.info/Elements/m/P30019,is facsimile part of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,part of manifestation|is part of manifestation,,,http://rdaregistry.info/Elements/m/P30020,is part of manifestation,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,inserted in|is inserted in,,,http://rdaregistry.info/Elements/m/P30025,is inserted in,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,contained in item|is contained in item,,,http://rdaregistry.info/Elements/i/P40009,is contained in item,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,facsimile part of|is facsimile part of,,,http://rdaregistry.info/Elements/m/P30019,is facsimile part of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,part of manifestation|is part of manifestation,,,http://rdaregistry.info/Elements/m/P30020,is part of manifestation,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,inserted in|is inserted in,,,http://rdaregistry.info/Elements/m/P30025,is inserted in,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,contained in item|is contained in item,,,http://rdaregistry.info/Elements/i/P40009,is contained in item,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,m,Material-specific details (NR),,,,part of work|is part of work,,,http://rdaregistry.info/Elements/w/P10019,is part of work,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,m,Material-specific details (NR),,,,issue of|is issue of,,,http://rdaregistry.info/Elements/w/P10102,is issue of,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,m,Material-specific details (NR),,,,part of expression|is part of expression,,,http://rdaregistry.info/Elements/e/P20074,is part of expression,,,,,
,773,HOST ITEM ENTRY (R),Note controller,*,,Display constant controller,*,,,,m,Material-specific details (NR),,,,aggregated by|is aggregated by,,,http://rdaregistry.info/Elements/e/P20320,is aggregated by,,,,,
