Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,accompanied by manifestation|is accompanied by manifestation,,,http://rdaregistry.info/Elements/m/P30027,is accompanied by manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,issued with|is issued with,,,http://rdaregistry.info/Elements/m/P30035,is issued with,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,on disc with manifestation|is on disc with manifestation,,,http://rdaregistry.info/Elements/m/P30036,is on disc with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,filmed with manifestation|is filmed with manifestation,,,http://rdaregistry.info/Elements/m/P30037,is filmed with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,accompanied by manifestation|is accompanied by manifestation,,,http://rdaregistry.info/Elements/m/P30027,is accompanied by manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,issued with|is issued with,,,http://rdaregistry.info/Elements/m/P30035,is issued with,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,on disc with manifestation|is on disc with manifestation,,,http://rdaregistry.info/Elements/m/P30036,is on disc with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,b,Edition (NR),,,,filmed with manifestation|is filmed with manifestation,,,http://rdaregistry.info/Elements/m/P30037,is filmed with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,accompanied by manifestation|is accompanied by manifestation,,,http://rdaregistry.info/Elements/m/P30027,is accompanied by manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,issued with|is issued with,,,http://rdaregistry.info/Elements/m/P30035,is issued with,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,on disc with manifestation|is on disc with manifestation,,,http://rdaregistry.info/Elements/m/P30036,is on disc with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,filmed with manifestation|is filmed with manifestation,,,http://rdaregistry.info/Elements/m/P30037,is filmed with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,accompanied by manifestation|is accompanied by manifestation,,,http://rdaregistry.info/Elements/m/P30027,is accompanied by manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,issued with|is issued with,,,http://rdaregistry.info/Elements/m/P30035,is issued with,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,on disc with manifestation|is on disc with manifestation,,,http://rdaregistry.info/Elements/m/P30036,is on disc with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,d,"Place, publisher, and date of publication (NR)",,,,filmed with manifestation|is filmed with manifestation,,,http://rdaregistry.info/Elements/m/P30037,is filmed with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,accompanied by manifestation|is accompanied by manifestation,,,http://rdaregistry.info/Elements/m/P30027,is accompanied by manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,issued with|is issued with,,,http://rdaregistry.info/Elements/m/P30035,is issued with,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,on disc with manifestation|is on disc with manifestation,,,http://rdaregistry.info/Elements/m/P30036,is on disc with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,filmed with manifestation|is filmed with manifestation,,,http://rdaregistry.info/Elements/m/P30037,is filmed with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,accompanied by manifestation|is accompanied by manifestation,,,http://rdaregistry.info/Elements/m/P30027,is accompanied by manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,issued with|is issued with,,,http://rdaregistry.info/Elements/m/P30035,is issued with,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,on disc with manifestation|is on disc with manifestation,,,http://rdaregistry.info/Elements/m/P30036,is on disc with manifestation,,,,,
,777,ISSUED WITH ENTRY (R),Note controller,*,,Display constant controller,*,,,,h,Physical description (NR),,,,filmed with manifestation|is filmed with manifestation,,,http://rdaregistry.info/Elements/m/P30037,is filmed with manifestation,,,,,
