Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,a,Main entry heading (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,c,Qualifying information (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,g,Related parts (R),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,m,Material-specific details (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,n,Note (R),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,o,Other item identifier (R),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,r,Report number (R),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,s,Uniform title (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,t,Title (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,u,Standard Technical Report Number (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,x,International Standard Serial Number (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,0,Display note,Type of relationship,*,,,,y,CODEN designation (NR),,,,prequel expression|has prequel expression,,,http://rdaregistry.info/Elements/e/P20334,has prequel expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,a,Main entry heading (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,a,Main entry heading (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,a,Main entry heading (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,c,Qualifying information (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,c,Qualifying information (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,c,Qualifying information (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,g,Related parts (R),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,g,Related parts (R),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,g,Related parts (R),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,m,Material-specific details (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,m,Material-specific details (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,m,Material-specific details (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,n,Note (R),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,n,Note (R),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,n,Note (R),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,o,Other item identifier (R),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,o,Other item identifier (R),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,o,Other item identifier (R),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,r,Report number (R),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,r,Report number (R),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,r,Report number (R),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,s,Uniform title (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,s,Uniform title (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,s,Uniform title (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,t,Title (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,t,Title (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,t,Title (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,u,Standard Technical Report Number (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,u,Standard Technical Report Number (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,u,Standard Technical Report Number (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,x,International Standard Serial Number (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,x,International Standard Serial Number (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,x,International Standard Serial Number (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,y,CODEN designation (NR),,,,continuation of work|is continuation of work,,,http://rdaregistry.info/Elements/w/P10226,is continuation of work,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,y,CODEN designation (NR),,,,continuation of expression|is continuation of expression,,,http://rdaregistry.info/Elements/e/P20149,is continuation of expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,0,Continues,,,y,CODEN designation (NR),,,,preceded by expression|is preceded by expression,,,http://rdaregistry.info/Elements/e/P20154,is preceded by expression,,,,,
,780,PRECEDING ENTRY (R),Note controller,*,,Type of relationship,1,Continues in part,,,a,Main entry heading (NR),,,,split from work|is split from work,,,http://rdaregistry.info/Elements/w/P10168,is split from work,,,,,
