Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,a,Entity type label (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,b,Entity type definition and source (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,c,Attribute label (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,d,Attribute definition and source (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,e,Enumerated domain value (R),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,f,Enumerated domain value definition and source (R),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,g,Range domain minimum and maximum (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,h,Codeset name and source (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,i,Unrepresentable domain (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,j,Attribute units of measurement and resolution (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,k,Beginning date and ending date of attribute values (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,l,Attribute value accuracy (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,m,Attribute value accuracy explanation (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,n,Attribute measurement frequency (NR),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,o,Entity and attribute overview (R),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,p,Entity and attribute detail citation (R),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,u,Uniform Resource Identifier (R),,,,,,,,,,,,,
,552,ENTITY AND ATTRIBUTE INFORMATION NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,z,Display note (R),,,,,,,,,,,,,
