Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30006,has regional encoding,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30096,has encoding format,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30104,has video format,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30123,has broadcast standard,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30126,has video characteristic,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30138,has special playback characteristic,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30159,has resolution,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30162,has equipment or system requirement,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30202,has encoded bitrate,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30250,has details of video characteristic,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,*,,Undefined,*,,,,a,System details note (NR),,,,,,,http://rdaregistry.info/Elements/m/P30275,has details of regional encoding,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,3,Materials specified  (NR),,,,,,,,,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,5,Institution to which field applies (NR),,,,,,,,,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,i,Display text (NR),,,,,,,,,,,,,
,538,SYSTEM DETAILS NOTE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,u,Uniform Resource Identifier (R),,,,,,,,,,,,,
