Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,errata work|has errata work,,,http://rdaregistry.info/Elements/w/P10092,has errata work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,addenda work|has addenda work,,,http://rdaregistry.info/Elements/w/P10112,has addenda work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,appendix work|has appendix work,,,http://rdaregistry.info/Elements/w/P10123,has appendix work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,issue|has issue,,,http://rdaregistry.info/Elements/w/P10141,has issue,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,supplement work|has supplement work,,,http://rdaregistry.info/Elements/w/P10172,has supplement work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,special issue|has special issue,,,http://rdaregistry.info/Elements/w/P10410,has special issue,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,augmented by expression|is augmented by expression,,,http://rdaregistry.info/Elements/e/P20105,is augmented by expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,addenda expression|has addenda expression,,,http://rdaregistry.info/Elements/e/P20109,has addenda expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,appendix expression|has appendix expression,,,http://rdaregistry.info/Elements/e/P20118,has appendix expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,a,Main entry heading (NR),,,,supplement expression|has supplement expression,,,http://rdaregistry.info/Elements/e/P20172,has supplement expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,errata work|has errata work,,,http://rdaregistry.info/Elements/w/P10092,has errata work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,addenda work|has addenda work,,,http://rdaregistry.info/Elements/w/P10112,has addenda work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,appendix work|has appendix work,,,http://rdaregistry.info/Elements/w/P10123,has appendix work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,issue|has issue,,,http://rdaregistry.info/Elements/w/P10141,has issue,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,supplement work|has supplement work,,,http://rdaregistry.info/Elements/w/P10172,has supplement work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,special issue|has special issue,,,http://rdaregistry.info/Elements/w/P10410,has special issue,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,augmented by expression|is augmented by expression,,,http://rdaregistry.info/Elements/e/P20105,is augmented by expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,addenda expression|has addenda expression,,,http://rdaregistry.info/Elements/e/P20109,has addenda expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,appendix expression|has appendix expression,,,http://rdaregistry.info/Elements/e/P20118,has appendix expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,c,Qualifying information (NR),,,,supplement expression|has supplement expression,,,http://rdaregistry.info/Elements/e/P20172,has supplement expression,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,errata work|has errata work,,,http://rdaregistry.info/Elements/w/P10092,has errata work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,addenda work|has addenda work,,,http://rdaregistry.info/Elements/w/P10112,has addenda work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,appendix work|has appendix work,,,http://rdaregistry.info/Elements/w/P10123,has appendix work,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,issue|has issue,,,http://rdaregistry.info/Elements/w/P10141,has issue,,,,,
,770,SUPPLEMENT/SPECIAL ISSUE ENTRY (R),Note controller,*,,Display constant controller,*,,,,g,Related parts (R),,,,supplement work|has supplement work,,,http://rdaregistry.info/Elements/w/P10172,has supplement work,,,,,
